,lemma,form,tags,family,language
213,sompa,kusompa,V;NFIN,3,3
214,tua,kutua,V;NFIN,3,3
215,tutisa,kututisa,V;NFIN,3,3
216,toboka,ta kutoboka,V;FUT,3,3
217,sivika,ta kusivika,V;FUT,3,3
218,vwata,ke vwata,V;PRS,3,3
219,samuna ,ta kusamuna ,V;FUT,3,3
220,tanina ,ke tanina ,V;PRS,3,3
221,tungisa ,ta kutungisa ,V;FUT,3,3
222,tambudila,ke tambudila,V;PRS,3,3
223,sompisa,ta kusompisa,V;FUT,3,3
224,telemisa,ta kutelemisa,V;FUT,3,3
225,tatamana,ta kutatamana,V;FUT,3,3
226,tekisa,tekisaka,V;PST,3,3
227,sompa,ta kusompa,V;FUT,3,3
228,sikila ,kusikila ,V;NFIN,3,3
229,tengola,tengolaka,V;PST,3,3
230,tanina ,ta kutanina ,V;FUT,3,3
231,sansa,sansaka,V;PST,3,3
232,palangana,ta kupalangana,V;FUT,3,3
233,sengula,ke sengula,V;PRS,3,3
234,sielumuka,kusielumuka,V;NFIN,3,3
235,pola,ta kupola,V;FUT,3,3
236,sisa,ta kusisa,V;FUT,3,3
237,semba,ta kusemba,V;FUT,3,3
238,tomisa,ke tomisa,V;PRS,3,3
239,teka,ta kuteka,V;FUT,3,3
240,sevisa,ta kusevisa,V;FUT,3,3
241,pasula,kupasula,V;NFIN,3,3
242,sa,saka,V;PST,3,3
243,suasuana,ta kusuasuana,V;FUT,3,3
244,tanginina,kutanginina,V;NFIN,3,3
245,tentika,ta kutentika,V;FUT,3,3
246,sasa,ke sasa,V;PRS,3,3
247,totoka,ke totoka,V;PRS,3,3
248,puluka,pulukaka,V;PST,3,3
249,tolola,ta kutolola,V;FUT,3,3
250,tonda,kutonda,V;NFIN,3,3
251,sumuna,ta kusumuna,V;FUT,3,3
252,toloka,ke toloka,V;PRS,3,3
253,seka,ke seka,V;PRS,3,3
254,samba,kusamba,V;NFIN,3,3
255,sadisa,ta kusadisa,V;FUT,3,3
256,pulusa,ke pulusa,V;PRS,3,3
257,tumbula,kutumbula,V;NFIN,3,3
258,suama,ke suama,V;PRS,3,3
259,sumba,kusumba,V;NFIN,3,3
260,sanisina,ta kusanisina,V;FUT,3,3
261,pulusa,kupulusa,V;NFIN,3,3
262,tadisa,kutadisa,V;NFIN,3,3
263,sasula,sasulaka,V;PST,3,3
264,sinzila,ta kusinzila,V;FUT,3,3
265,tanga,ke tanga,V;PRS,3,3
266,sola,kusola,V;NFIN,3,3
267,tua,tuaka,V;PST,3,3
268,tentika,kutentika,V;NFIN,3,3
269,sema,kusema,V;NFIN,3,3
270,kuiza,ke kuiza,V;PRS,3,3
271,teka,kuteka,V;NFIN,3,3
272,sonikina,kusonikina,V;NFIN,3,3
273,telama,telamaka,V;PST,3,3
274,sola,solaka,V;PST,3,3
275,sisa,kusisa,V;NFIN,3,3
276,pungula,ke pungula,V;PRS,3,3
277,pamuka,pamukaka,V;PST,3,3
278,dia,kudia,V;NFIN,3,3
279,sumuka,ta kusumuka,V;FUT,3,3
280,tambika,tambikaka,V;PST,3,3
281,tsuba,kutsuba,V;NFIN,3,3
282,sakalala,sakalalaka,V;PST,3,3
283,telama,ke telama,V;PRS,3,3
284,tomba,ke tomba,V;PRS,3,3
285,tambusa,ta kutambusa,V;FUT,3,3
286,salasana,kusalasana,V;NFIN,3,3
287,vwata,kuvwata,V;NFIN,3,3
288,tutisa,ke tutisa,V;PRS,3,3
289,tolola,ke tolola,V;PRS,3,3
290,pisuka,ke pisuka,V;PRS,3,3
291,tanda,kutanda,V;NFIN,3,3
292,tula,kutula,V;NFIN,3,3
293,senda,sendaka,V;PST,3,3
294,sasula,ke sasula,V;PRS,3,3
295,teza,ke teza,V;PRS,3,3
296,sikama,ta kusikama,V;FUT,3,3
297,klikia,kuklikia,V;NFIN,3,3
298,santisa ,santisa ka,V;PST,3,3
299,samba,sambaka,V;PST,3,3
300,palangana,palanganaka,V;PST,3,3
301,sakana,ta kusakana,V;FUT,3,3
302,tuika,ta kutuika,V;FUT,3,3
303,sevisa,ke sevisa,V;PRS,3,3
304,pusa,pusaka,V;PST,3,3
305,tuma,ta kutuma,V;FUT,3,3
306,puluka,ke puluka,V;PRS,3,3
307,songisa,ta kusongisa,V;FUT,3,3
308,sikama,ke sikama,V;PRS,3,3
309,sikila ,ta kusikila ,V;FUT,3,3
310,sisa,ke sisa,V;PRS,3,3
311,sadisa,sadisaka,V;PST,3,3
312,sindika,ke sindika,V;PRS,3,3
313,pusa,kupusa,V;NFIN,3,3
314,vambasa,kuvambasa,V;NFIN,3,3
315,sakana,kusakana,V;NFIN,3,3
316,sindisa,sindisaka,V;PST,3,3
317,suasuanisa,kusuasuanisa,V;NFIN,3,3
318,tuta,ke tuta,V;PRS,3,3
319,tsubuka,tsubukaka,V;PST,3,3
320,samuna ,kusamuna ,V;NFIN,3,3
321,tengika,kutengika,V;NFIN,3,3
322,pasuka,ke pasuka,V;PRS,3,3
323,tangisa,ta kutangisa,V;FUT,3,3
324,tomba,tombaka,V;PST,3,3
325,vambasa,vambasaka,V;PST,3,3
326,tatula,ta kutatula,V;FUT,3,3
327,tima,kutima,V;NFIN,3,3
328,enda,kuenda,V;NFIN,3,3
329,tombola,kutombola,V;NFIN,3,3
330,tsoma,kutsoma,V;NFIN,3,3
331,tekisa,ke tekisa,V;PRS,3,3
332,tsuma,kutsuma,V;NFIN,3,3
333,semba,ke semba,V;PRS,3,3
334,suasuanisa,ke suasuanisa,V;PRS,3,3
335,tuka ,ta kutuka ,V;FUT,3,3
336,sunzula,kusunzula,V;NFIN,3,3
337,tedika,ta kutedika,V;FUT,3,3
338,enda,endaka,V;PST,3,3
339,tinguna,tingunaka,V;PST,3,3
340,tenda,kutenda,V;NFIN,3,3
341,pulusa,ta kupulusa,V;FUT,3,3
342,tuela,tuelaka,V;PST,3,3
343,tima,ta kutima,V;FUT,3,3
344,tentika,tentikaka,V;PST,3,3
345,sabuka,sabukaka,V;PST,3,3
346,sikila ,sikila ka,V;PST,3,3
347,tekita,tekitaka,V;PST,3,3
348,sukula,sukulaka,V;PST,3,3
349,sosila,kososila,V;NFIN,3,3
350,sinsana,sinsanaka,V;PST,3,3
351,sungika,ta kusungika,V;FUT,3,3
352,tambudila,tambudilaka,V;PST,3,3
353,sonikisa,ta kusonikisa,V;FUT,3,3
354,sekula,ta kusekula,V;FUT,3,3
355,sungika,sungikaka,V;PST,3,3
356,sabula,sabulaka,V;PST,3,3
357,tomboka,tombokaka,V;PST,3,3
358,sevisa,sevisaka,V;PST,3,3
359,ta,taka,V;PST,3,3
360,tsubuka,kutsubuka,V;NFIN,3,3
361,seloka,selokaka,V;PST,3,3
362,tensika,tensikaka,V;PST,3,3
363,ta,ke ta,V;PRS,3,3
364,sielumuka,sielumukaka,V;PST,3,3
365,samba,ke samba,V;PRS,3,3
366,pasuka,pasukaka,V;PST,3,3
367,tuela,kutuela,V;NFIN,3,3
368,sabula,ta kusabula,V;FUT,3,3
369,sonikisa,sonikisaka,V;PST,3,3
370,savukisa ,kusavukisa ,V;NFIN,3,3
371,tafuna,ta kutafuna,V;FUT,3,3
372,pisuka,pisukaka,V;PST,3,3
373,vambana,vambanaka,V;PST,3,3
374,sola,ke sola,V;PRS,3,3
375,seka,kuseka,V;NFIN,3,3
376,tsamuka ,kutsamuka ,V;NFIN,3,3
377,sompisa,ke sompisa,V;PRS,3,3
378,tula,ta kutula,V;FUT,3,3
379,teleka,kuteleka,V;NFIN,3,3
380,temona,ke temona,V;PRS,3,3
381,sengula,ta kusengula,V;FUT,3,3
382,panzana,ke panzana,V;PRS,3,3
383,fonga,kufonga,V;NFIN,3,3
384,tiaba,ke tiaba,V;PRS,3,3
385,suka,ke suka,V;PRS,3,3
386,siamisa,siamisaka,V;PST,3,3
387,sala,ta kusala,V;FUT,3,3
388,salama ,ke salama ,V;PRS,3,3
389,tsamuka ,ta kutsamuka ,V;FUT,3,3
390,sesa,sesaka,V;PST,3,3
391,sala,kusala,V;NFIN,3,3
392,tatuka ,kutatuka ,V;NFIN,3,3
393,fonga,ta kufonga,V;FUT,3,3
394,tengika,ke tengika,V;PRS,3,3
395,tambusa,ke tambusa,V;PRS,3,3
396,tuadisa,ke tuadisa,V;PRS,3,3
397,tsona ,tsona ka,V;PST,3,3
398,tinguna,ta kutinguna,V;FUT,3,3
399,pitakasa,kupitakasa,V;NFIN,3,3
400,pola,ke pola,V;PRS,3,3
401,tsoma,ta kutsoma,V;FUT,3,3
402,tatula,ke tatula,V;PRS,3,3
403,simba,ke simba,V;PRS,3,3
404,sompa,ke sompa,V;PRS,3,3
405,saka,kusaka,V;NFIN,3,3
406,tutisa,ta kututisa,V;FUT,3,3
407,zieta,ke zieta,V;PRS,3,3
408,pidila,kupidila,V;NFIN,3,3
409,sabuka,kusabuka,V;NFIN,3,3
410,tanguna ,ta kutanguna ,V;FUT,3,3
411,simbidila,simbidilaka,V;PST,3,3
412,toma,ta kutoma,V;FUT,3,3
413,sana,ke sana,V;PRS,3,3
414,tengika,ta kutengika,V;FUT,3,3
415,tunta,kutunta,V;NFIN,3,3
416,sansa,kusansa,V;NFIN,3,3
417,sosila,ta kososila,V;FUT,3,3
418,soba,kusoba,V;NFIN,3,3
419,pungula,kupungula,V;NFIN,3,3
420,siamisa,kusiamisa,V;NFIN,3,3
421,pulusa,pulusaka,V;PST,3,3
422,timba,kutimba,V;NFIN,3,3
423,sambila,sambilaka,V;PST,3,3
424,tota,totaka,V;PST,3,3
425,sekula,kusekula,V;NFIN,3,3
426,tulula,tululaka,V;PST,3,3
427,sielumuka,ke sielumuka,V;PRS,3,3
428,tambula,kutambula,V;NFIN,3,3
429,teka,ke teka,V;PRS,3,3
430,saka,ke saka,V;PRS,3,3
431,teta,ta kuteta,V;FUT,3,3
432,tangisa,kutangisa,V;NFIN,3,3
433,senda,kusenda,V;NFIN,3,3
434,sangana ,ke sangana ,V;PRS,3,3
435,suasuana,suasuanaka,V;PST,3,3
436,tutana,ta kotutana,V;FUT,3,3
437,samba,ta kusamba,V;FUT,3,3
438,tambudila,ta kutambudila,V;FUT,3,3
439,santisa ,ta kusantisa ,V;FUT,3,3
440,simbisa,simbisaka,V;PST,3,3
441,sunda,sundaka,V;PST,3,3
442,tsubula,kutsubula,V;NFIN,3,3
443,tatuka ,tatuka ka,V;PST,3,3
444,tiaba,tiabaka,V;PST,3,3
445,tolola,kutolola,V;NFIN,3,3
446,sadila,ke sadila,V;PRS,3,3
447,teleka,telekaka,V;PST,3,3
448,tola,ke tola,V;PRS,3,3
449,tua,ke tua,V;PRS,3,3
450,tambika,kutambika,V;NFIN,3,3
451,simbisa,ta kusimbisa,V;FUT,3,3
452,seloka,kuseloka,V;NFIN,3,3
453,sutuka,sutukaka,V;PST,3,3
454,sa,ke sa,V;PRS,3,3
455,vambasa,ke vambasa,V;PRS,3,3
456,salama ,ta kusalama ,V;FUT,3,3
457,tekita,kutekita,V;NFIN,3,3
458,tala,kutala,V;NFIN,3,3
459,seva,kuseva,V;NFIN,3,3
460,seka,ta kuseka,V;FUT,3,3
461,vambana,ke vambana,V;PRS,3,3
462,sokumuna,sokumunaka,V;PST,3,3
463,suka,kusuka,V;NFIN,3,3
464,sindika,sindikaka,V;PST,3,3
465,sinsana,kusinsana,V;NFIN,3,3
466,tsoka,ta kutsoka,V;FUT,3,3
467,tenda,ta kutenda,V;FUT,3,3
468,tiaba,ta kutiaba,V;FUT,3,3
469,siamisa,ke siamisa,V;PRS,3,3
470,sabuka,ta kusabuka,V;FUT,3,3
471,sonika,ta kusonika,V;FUT,3,3
472,tatika ,ta kutatika ,V;FUT,3,3
473,salasana,ta kusalasana,V;FUT,3,3
474,tsuma,tsumaka,V;PST,3,3
475,sutuka,ke sutuka,V;PRS,3,3
476,sikama,kusikama,V;NFIN,3,3
477,tanguna ,kutanguna ,V;NFIN,3,3
478,tanda,ke tanda,V;PRS,3,3
479,susumuka,ta kususumuka,V;FUT,3,3
480,telama,ta kutelama,V;FUT,3,3
481,sungika,kusungika,V;NFIN,3,3
482,sielumuka,ta kusielumuka,V;FUT,3,3
483,sinzila,ke sinzila,V;PRS,3,3
484,tombola,tombolaka,V;PST,3,3
485,tambula,tambulaka,V;PST,3,3
486,telama,kutelama,V;NFIN,3,3
487,tanga,ta kutanga,V;FUT,3,3
488,sa,ta kusa,V;FUT,3,3
489,simbisa,kusimbisa,V;NFIN,3,3
490,tambikisa,tambikisaka,V;PST,3,3
491,temoka,ke temoka,V;PRS,3,3
492,sema,semaka,V;PST,3,3
493,tuba,tubaka,V;PST,3,3
494,sikimisa,ke sikimisa,V;PRS,3,3
495,tuadisa,ta kutuadisa,V;FUT,3,3
496,sanduka,ke sanduka,V;PRS,3,3
497,tutana,ke tutana,V;PRS,3,3
498,pusa,ke pusa,V;PRS,3,3
499,tomisa,ta kutomisa,V;FUT,3,3
500,tatula,tatulaka,V;PST,3,3
501,teta,ke teta,V;PRS,3,3
502,sunzula,ke sunzula,V;PRS,3,3
503,tula,ke tula,V;PRS,3,3
504,salasana,salasanaka,V;PST,3,3
505,tengola,kutengola,V;NFIN,3,3
506,salama ,kusalama ,V;NFIN,3,3
507,sikila ,ke sikila ,V;PRS,3,3
508,timba,timbaka,V;PST,3,3
509,tungulula,kutungulula,V;NFIN,3,3
510,timbula,ta kutimbula,V;FUT,3,3
511,tanguna ,ke tanguna ,V;PRS,3,3
512,tonda,ta kutonda,V;FUT,3,3
513,tengola,ta kutengola,V;FUT,3,3
514,sonikina,ta kusonikina,V;FUT,3,3
515,sika,ta kusika,V;FUT,3,3
516,sekula,sekulaka,V;PST,3,3
517,tungisa ,tungisa ka,V;PST,3,3
518,tuika,ke tuika,V;PRS,3,3
519,sungama,ta kusungama,V;FUT,3,3
520,tonganana,ta kutonganana,V;FUT,3,3
521,tumama,ta kutumama,V;FUT,3,3
522,siama,kusiama,V;NFIN,3,3
523,fonga,fongaka,V;PST,3,3
524,totoka,totokaka,V;PST,3,3
525,sa,kusa,V;NFIN,3,3
526,totoka,ta kutotoka,V;FUT,3,3
527,tsamuka ,tsamuka ka,V;PST,3,3
528,tola,tolaka,V;PST,3,3
529,tsoka,tsokaka,V;PST,3,3
530,tambikisa,ta kutambikisa,V;FUT,3,3
531,tsamuka ,ke tsamuka ,V;PRS,3,3
532,timba,ke timba,V;PRS,3,3
533,sumuka,sumukaka,V;PST,3,3
534,sumba,sumbaka,V;PST,3,3
535,pamuna,ke pamuna,V;PRS,3,3
536,saka,sakaka,V;PST,3,3
537,simba,ta kusimba,V;FUT,3,3
538,suasuanisa,suasuanisaka,V;PST,3,3
539,santisa ,ke santisa ,V;PRS,3,3
540,pungula,pungulaka,V;PST,3,3
541,singa,ta kusinga,V;FUT,3,3
542,sukula,ke sukula,V;PRS,3,3
543,tsamuna,tsamunaka,V;PST,3,3
544,sambila,kusambila,V;NFIN,3,3
545,sengula,sengulaka,V;PST,3,3
546,sonikisa,kusonikisa,V;NFIN,3,3
547,teka,tekaka,V;PST,3,3
548,soka,ke soka,V;PRS,3,3
549,tedika,kutedika,V;NFIN,3,3
550,temoka,ta kutemoka,V;FUT,3,3
551,tekila,tekilaka,V;PST,3,3
552,tambusa,kutambusa,V;NFIN,3,3
553,sekisa,ta kusekisa,V;FUT,3,3
554,klikia,klikiaka,V;PST,3,3
555,sadisa,ke sadisa,V;PRS,3,3
556,pamuka,ta kupamuka,V;FUT,3,3
557,tekila,ke tekila,V;PRS,3,3
558,palangana,ke palangana,V;PRS,3,3
559,songisa,ke songisa,V;PRS,3,3
560,tambikisa,kutambikisa,V;NFIN,3,3
561,toma,ke toma,V;PRS,3,3
562,palangana,kupalangana,V;NFIN,3,3
563,tonta,ta kutonta,V;FUT,3,3
564,vova,kuvova,V;NFIN,3,3
565,sindisa,ke sindisa,V;PRS,3,3
566,tentika,ke tentika,V;PRS,3,3
567,sika,sikaka,V;PST,3,3
