,lemma,form,tags,family,language
95,y-a¹kwę²,nte-y-a¹kwę²,V;PROG,4,5
96,i-s-atiʔ,k-i-s-atiʔ,V;POT,4,5
97,u¹-x-i²ti,x-i²ti,V;POT,4,5
98,ti¹te²,nku-ti¹te²,V;PFV,4,5
99,i-s-uwi¹ʔ,nkw-i-s-uwi¹ʔ,V;PFV,4,5
100,ta²kwi,nku-ta²kwi,V;PFV,4,5
101,u-s-u¹kwa²,nka-s-u¹kwa²,V;PFV,4,5
102,u-wi²i¹,nka-wi²i¹,V;PFV,4,5
103,u-ti¹te²,k-u-ti¹te²,V;POT,4,5
104,u-s-a¹a²ʔ,nte-s-a¹a²ʔ,V;PROG,4,5
105,u-su,nte-su,V;PROG,4,5
106,tita,nku-tita¹,V;PFV,4,5
107,u-totza,nte¹-totza,V;PROG,4,5
108,tiyaa,nku-tiyaa,V;PFV,4,5
109,u-te²e¹ʔ,k-u-teeʔ,V;POT,4,5
110,y-a¹la²,n-ch-ala¹,V;HAB,4,5
111,i²chą,nt-i²chą,V;HAB,4,5
112,yatę¹,n-chatę¹,V;HAB,4,5
113,u¹-sti²,nte¹-sti²,V;PROG,4,5
114,y-a¹lu²,nk-y-a¹lu²,V;PFV,4,5
115,u-lo¹o²,nt-u-lo¹o²,V;HAB,4,5
116,ni¹i²,nti-ni¹i²,V;HAB,4,5
117,ii,nch-a¹=ti²ʔ,V;PROG,4,5
118,i-s-ene¹,nt-i-s-ene¹,V;HAB,4,5
119,atzaʔ,k-atzaʔ,V;POT,4,5
120,ahi,nte-yaha,V;PROG,4,5
121,yatę¹,nk-yatę¹,V;PFV,4,5
122,ya¹a²,nte-cha¹a²,V;PROG,4,5
123,ta²su¹,nku-ta²su¹,V;PFV,4,5
124,u-wana¹,nka-wana¹,V;PFV,4,5
125,suuʔ,nte-suuʔ,V;PROG,4,5
126,u-la¹ha²,nka-la¹ha²,V;PFV,4,5
127,a¹tzu²ʔ,tzu²ʔ,V;PFV,4,5
128,ohoʔ,nch-ohoʔ,V;PROG,4,5
129,u¹-li¹hi²,nt-u¹-li¹hi²,V;HAB,4,5
130,hya¹,nka-hya¹,V;PFV,4,5
131,i-sukwa¹,ta la nt-i-sukwa¹,V;HAB,4,5
132,yatę,k-yatę,V;POT,4,5
133,li²ya¹,ki-liya,V;POT,4,5
134,tya²na,n-tya²na,V;HAB,4,5
135,ni¹i²,ki-ni¹i²,V;POT,4,5
136,u²ti¹,nt-uti,V;HAB,4,5
137,tehę¹,nte-tehę¹,V;PROG,4,5
138,y-a¹lu²,n-ch-a¹lu²,V;HAB,4,5
139,y-ane¹,nte-y-ane¹,V;PROG,4,5
140,u-ti¹kų²,nte-ti¹kų²,V;PROG,4,5
141,i-ch-uhwi¹ʔ,nt-i-ch-uhwi¹ʔ,V;HAB,4,5
142,akwiʔ,nti-kwiʔ,V;HAB,4,5
143,tu¹kwa²,tyu¹kwa²,V;POT,4,5
144,y-alaʔ,nk-y-alaʔ,V;PFV,4,5
145,ala¹,k-a¹la²,V;POT,4,5
146,i²kwą¹,nte-k-ikwą,V;PROG,4,5
147,a¹tę²,ntey-atę¹,V;PROG,4,5
148,la²a¹,ki-laa,V;POT,4,5
149,y-ukwą,nte-yu²kwą¹,V;PROG,4,5
150,y-uteʔ,nte-y-uteʔ,V;PROG,4,5
151,yatę,nk-yatę,V;PFV,4,5
152,y-uʔu,n-ch-uʔu,V;HAB,4,5
153,y-ane¹,n-ch-ane¹,V;HAB,4,5
154,tyehna¹,nku-tyehna¹,V;PFV,4,5
155,yakwa,nk-yakwa,V;PFV,4,5
156,lakwi,nku-lakwi,V;PFV,4,5
157,u-luʔu¹,k-u-luʔu¹,V;POT,4,5
158,y-aha¹,nk-y-aha¹,V;PFV,4,5
159,u-ne¹ʔe²,nt-u-ne¹ʔe²,V;HAB,4,5
160,kili,nte-kili,V;PROG,4,5
161,u¹-li²nto,nka¹-li²nto,V;PFV,4,5
162,y-a²la,ch–a²la,V;POT,4,5
163,hnya²,nku-hnya²,V;PFV,4,5
164,la²ʔwa,nti¹-la²ʔwa,V;HAB,4,5
165,sa¹ą²,ki-sa¹ą²,V;POT,4,5
166,tu¹kwa²,nku-tu¹kwa²,V;PFV,4,5
167,anaʔ,k-anaʔ,V;POT,4,5
168,una,nch-una,V;PROG,4,5
169,ahi¹,nku-hwi¹,V;PFV,4,5
170,u-la¹ʔa²,k-u-laʔa¹,V;POT,4,5
171,u-lukwa¹,nt-u-lukwa¹,V;HAB,4,5
172,ki¹tę²ʔ,nku-ki¹tę²ʔ,V;PFV,4,5
173,xiką,nte-xiką,V;PROG,4,5
174,tu²we,tyu²we,V;POT,4,5
175,u¹-so²ʔ,nt-u-so¹ʔ,V;HAB,4,5
176,i-sukwa¹,k-i-sukwa¹,V;POT,4,5
177,u-s-u²kwa¹ʔ,nka-s-u²kwa¹ʔ,V;PFV,4,5
178,tu²ʔya,nte¹-tu²ʔya,V;PROG,4,5
179,alaʔ,y-alaʔ,V;PFV,4,5
180,y-a¹la²,nk-y-a¹la²,V;PFV,4,5
181,sǫ²,nte¹-sǫ²,V;PROG,4,5
182,eta,nte-k-eta,V;PROG,4,5
183,lu¹kwa²,nku-lu¹kwa²,V;PFV,4,5
184,ki¹tzę²,nti-ki¹tzę²,V;HAB,4,5
185,y-a²na¹,nk-ya²na¹,V;PFV,4,5
186,u¹-li¹hi²,li¹hi²,V;POT,4,5
187,ya¹ʔne²,n-cha¹ʔne²,V;HAB,4,5
188,atzu,nch-atzu,V;PROG,4,5
189,u¹ʔya²,nt-uʔya¹,V;HAB,4,5
190,ku²ti,ki¹-ku²ti,V;POT,4,5
191,i-hnya¹,nkw-i-hnya¹,V;PFV,4,5
192,u-li¹ti²ʔ,nte-li¹ti²ʔ,V;PROG,4,5
193,u-t-a¹kǫ²ʔ,nt-u-t-akǫ¹ʔ,V;HAB,4,5
194,tihi,nku-tihi,V;PFV,4,5
195,i²chaa¹,nte-k-ichaa,V;PROG,4,5
196,u-nakǫʔ,nt-u-nakǫʔ,V;HAB,4,5
197,i-ch-uhwi¹ʔ,k-i-ch-uhwi¹ʔ,V;POT,4,5
198,t-a²kę¹,nku-t-a²kę¹,V;PFV,4,5
199,y-a¹kǫ²ʔ,nte-y-a¹kǫ²ʔ,V;PROG,4,5
200,isę,k-isę,V;POT,4,5
201,hlya¹,nte-hlya¹,V;PROG,4,5
202,u¹-so²ʔ,k-u-so¹ʔ,V;POT,4,5
203,i²chaa¹,nt-ichaa,V;HAB,4,5
204,u-hnya¹ʔ,nt-u-hnyaʔ,V;HAB,4,5
205,nyaxęʔ,nku-nyaxęʔ,V;PFV,4,5
206,sa¹ą²,nte-sa¹ą²,V;PROG,4,5
207,una,k-una,V;POT,4,5
208,atzaʔ,nch-atzaʔ,V;PROG,4,5
209,ti²kwi¹,nku-ti²kwi¹,V;PFV,4,5
210,i-chata,nte-chata,V;PROG,4,5
211,y-a²ku,n-ch-a²ku,V;HAB,4,5
212,i²su¹,nt-isu,V;HAB,4,5
213,se²su,nti¹-se²su,V;HAB,4,5
214,y-atzu,nte-ch-atzu,V;PROG,4,5
215,i-katzǫ¹,nte-katzǫ¹,V;PROG,4,5
216,tehę¹,nka-tehę¹,V;PFV,4,5
217,u-loʔo,nka-loʔo,V;PFV,4,5
218,u¹-hlya²,nt-u-hlya¹,V;HAB,4,5
219,u-t-a¹kǫ²ʔ,k-u-t-akǫ¹ʔ,V;POT,4,5
220,tzoʔo,nti-tzoʔo,V;HAB,4,5
221,ya²ʔą¹,nk-ya²ʔą¹,V;PFV,4,5
222,u-xi¹-ką²ʔ,k-u-xi-ką¹ʔ,V;POT,4,5
223,tiyaa,n-tiyaa,V;HAB,4,5
224,se²su,nkwi¹-se²su,V;PFV,4,5
225,u-s-u²kwa¹ʔ,k-u-s-ukwaʔ,V;POT,4,5
226,y-akę¹,n-ch-akę¹,V;HAB,4,5
227,u-nuʔu,nka-nuʔu,V;PFV,4,5
228,u-su,nt-u-su,V;HAB,4,5
229,u-t-a¹kę²,k-u-t-akę¹,V;POT,4,5
230,u-l-a²su¹,nt-u-l-asu,V;HAB,4,5
231,u-wi²i¹,nt-u-wii,V;HAB,4,5
232,anaʔ,nch-anaʔ,V;PROG,4,5
233,u-tu¹kwa²,nt-u-tu¹kwa²,V;HAB,4,5
234,u-hawi,nt-u-hawi,V;HAB,4,5
235,tita,nti-tita,V;HAB,4,5
236,kachi¹,nte-kachi¹,V;PROG,4,5
237,u-liʔi,nte-liʔi,V;PROG,4,5
238,lakwa¹,ki-lakwa¹,V;POT,4,5
239,u-kalaʔ,nka-kalaʔ,V;PFV,4,5
240,y-uwi,nk-y-uwi,V;PFV,4,5
241,i-ch-ukwą¹,nt-i-ch-ukwą¹,V;HAB,4,5
242,u-tihi,nte-tihi,V;PROG,4,5
243,ya²ʔą,ch–a²ʔą,V;POT,4,5
244,ta²tza,tya²tza,V;POT,4,5
245,uʔwe,nt-uʔwe,V;HAB,4,5
246,u-kalaʔ,nt-u-kalaʔ,V;HAB,4,5
247,i-k-ikwą,nt-i-k-ikwą,V;HAB,4,5
248,u-ko¹ʔo²,k-u-ko¹ʔo²,V;POT,4,5
249,a¹ką²ʔ,nch-a¹ką²ʔ,V;PROG,4,5
250,ii,nt-ii,V;HAB,4,5
251,y-uweʔ,n-ch-uweʔ,V;HAB,4,5
252,ala,nch-ala,V;PROG,4,5
253,suuʔ,ki-suuʔ,V;POT,4,5
254,y-alaʔ,nte-y-alaʔ,V;PROG,4,5
255,i-s-uweʔ,k-i-s-uweʔ,V;POT,4,5
256,u-hwi,nch-u-hwi,V;PROG,4,5
257,atzaʔ,nti-tzaʔ,V;HAB,4,5
258,aku,nch-aku,V;PROG,4,5
259,y-uʔu,nte-y-uʔu,V;PROG,4,5
260,y-ane¹,nk-y-ane¹,V;PFV,4,5
261,aku,y-aku,V;PFV,4,5
262,u¹-x-i²ti,nte¹-x-i²ti,V;PROG,4,5
263,u-sa¹ʔą²,nte-sa¹ʔą,V;PROG,4,5
264,u-ka¹ti²,k-u-kati¹,V;POT,4,5
265,u-s-atiʔ,nka-s-atiʔ,V;PFV,4,5
266,ki¹tę²ʔ,ki-kitę¹ʔ,V;POT,4,5
267,u-wana¹,nte-wana¹,V;PROG,4,5
268,hiʔį¹,ki-hiʔį¹,V;POT,4,5
269,y-uweʔ,nte-y-uweʔ,V;PROG,4,5
270,se²su,ki¹-se²su,V;POT,4,5
271,tu²ʔu,n-tyu²ʔu,V;HAB,4,5
272,li²nto¹,nte-li²nto¹,V;PROG,4,5
273,y-uwi,ch-uwi,V;POT,4,5
274,taʔą,tyaʔą,V;POT,4,5
275,sana¹,nte-sana¹,V;PROG,4,5
276,yala,nk-yala,V;PFV,4,5
277,la²a¹,nti-laa,V;HAB,4,5
278,nee,ki-nii,V;POT,4,5
279,yala,n-chala,V;HAB,4,5
280,i-hnya¹,nte-k-i-hnya¹,V;PROG,4,5
281,lye¹ʔe²,nte¹-lye¹ʔe²,V;PROG,4,5
282,u-kalaʔ,nte-kalaʔ,V;PROG,4,5
283,tu²ʔu,nte¹-tu²ʔu,V;PROG,4,5
284,u-katzǫ¹,nte-katzǫ¹,V;PROG,4,5
285,ta¹ką²ʔ,tya¹ką²ʔ,V;POT,4,5
286,yatę¹,ch–atę¹,V;POT,4,5
287,ta²kwi,tya²kwi,V;POT,4,5
288,u¹-s-a²ta,nka¹-s-a²ta,V;PFV,4,5
289,u-wana¹,nt-u-wana¹,V;HAB,4,5
290,ukwęʔ,y-ukwęʔ,V;PFV,4,5
291,yakwa¹,ch–akwa¹,V;POT,4,5
292,kaʔa,nte-kaʔa,V;PROG,4,5
293,u-katę¹,nka-katę¹,V;PFV,4,5
294,y-uteʔ,nk-y-uteʔ,V;PFV,4,5
295,katzǫ¹,nti-katzǫ¹,V;HAB,4,5
296,u-ta¹ʔą²,k-u-ta¹ʔą²,V;POT,4,5
297,tuuʔ,tyuuʔ,V;POT,4,5
298,aka,k-aka,V;POT,4,5
299,u¹-hna²ʔ,nka¹-hna²ʔ,V;PFV,4,5
300,u-t-u¹ʔu²,nka-t-u¹ʔu²,V;PFV,4,5
301,tuuʔ,n-tyuuʔ,V;HAB,4,5
302,ene,k-ene,V;POT,4,5
303,u-t-a¹kę²,nka-t-a¹kę²,V;PFV,4,5
304,xę,ki-xę,V;POT,4,5
305,i-ch-uhwi¹ʔ,nkw-i-chuhwi¹ʔ,V;PFV,4,5
306,teʔę,tyeʔę,V;POT,4,5
307,y-atą,nte-y-atą,V;PROG,4,5
308,ke¹la²,nku-ke¹la²,V;PFV,4,5
309,atzu,nti-tzu,V;HAB,4,5
310,la²ti¹,nku-la²ti¹,V;PFV,4,5
311,tikwę,nku-tikwę,V;PFV,4,5
312,taa,nkwi-tyaa,V;PFV,4,5
313,u¹-ba²ʔa¹,nka¹-ba²ʔa¹,V;PFV,4,5
314,y-uwi,n-ch-uwi,V;HAB,4,5
315,ʔni,nti-ʔni,V;HAB,4,5
316,i¹ʔya²,nkw-i¹ʔya²,V;PFV,4,5
317,i-hnya¹,k-i-hnya¹,V;POT,4,5
318,i¹-s-a²ta,nkw-i¹-s-a²ta,V;PFV,4,5
319,i-ty-ala¹,nte-ty-ala¹,V;PROG,4,5
320,i²kwą¹,nkw-i²kwą¹,V;PFV,4,5
321,ke²la¹,nte-ke²la¹,V;PROG,4,5
322,a¹su²ʔ,su²ʔ,V;PFV,4,5
323,a¹ta²ʔ,k-a¹ta²ʔ,V;POT,4,5
324,u¹-tu²we,tu²we,V;POT,4,5
325,nikwę,nkwi-nikwę,V;PFV,4,5
326,y-a¹kǫ²ʔ,n-ch-akǫ¹ʔ,V;HAB,4,5
327,ke¹la²,nte-ke¹la²,V;PROG,4,5
328,yakwa¹,n-chakwa¹,V;HAB,4,5
329,hna²,nti-hna¹,V;HAB,4,5
330,y-a²ha¹,n-ch-aha,V;HAB,4,5
331,i-tya¹a²,nt-i-tya¹a²,V;HAB,4,5
332,lya¹,nkwi-lya¹,V;PFV,4,5
333,ki¹į²,nte-ki¹į²,V;PROG,4,5
334,t-uʔu,nku-t-uʔu,V;PFV,4,5
335,i-lyuʔu¹,nt-i-lyuʔu¹,V;HAB,4,5
336,u-wi²i¹,k-u-wii,V;POT,4,5
337,u-s-a¹a²ʔ,nka-s-a¹a²ʔ,V;PFV,4,5
338,y-u¹kų²ʔ,nte-ch-u¹kų²ʔ,V;PROG,4,5
339,u-nuʔu,nt-u-nuʔu,V;HAB,4,5
340,laʔa,nku-laʔa,V;PFV,4,5
341,i-tyotza,nte-tyotza,V;PROG,4,5
342,u-tikwę,nkwi-tikwę,V;PFV,4,5
343,yuʔu¹,n-chuʔu¹,V;HAB,4,5
344,oʔǫ¹,nte-y-oʔǫ¹,V;PROG,4,5
345,tiyaa,tiyaa,V;POT,4,5
346,u-tita¹,nte-tita¹,V;PROG,4,5
347,u-la²tza¹,k-u-latza,V;POT,4,5
348,u¹-chi²kwę,chi²kwę,V;POT,4,5
349,yaa¹ʔ,nk-ya¹a²ʔ,V;PFV,4,5
350,akwaʔ,nch-akwaʔ,V;PROG,4,5
351,i-tyusu¹ʔ,nte-tyusu¹ʔ,V;PROG,4,5
352,yee,nti-yee,V;HAB,4,5
353,u-xiką,nt-u-xiką,V;HAB,4,5
354,u-t-a²ha¹,nte-t-a²ha¹,V;PROG,4,5
355,y-a¹kwę²,nk-y-a¹kwę²,V;PFV,4,5
356,ku¹na²ʔ,nti-ku¹na²ʔ,V;HAB,4,5
357,i¹-ty-e²ʔe,nte¹-ty-e²ʔe,V;PROG,4,5
358,u-ki¹tę²ʔ,nt-u-kitę¹ʔ,V;HAB,4,5
359,lakwa¹,nku-lakwa¹,V;PFV,4,5
360,u-te²e¹ʔ,nt-u-teeʔ,V;HAB,4,5
361,a¹kwi²,nch-akwi¹,V;PROG,4,5
362,laʔa,nti-laʔa,V;HAB,4,5
363,nyą¹ʔ,nkwi¹-nyą²ʔ,V;PFV,4,5
364,atzu,nku-tzu,V;PFV,4,5
365,u-hawi,k-u-hawi,V;POT,4,5
366,u¹-x-i²ti,nka¹-x-i²ti,V;PFV,4,5
367,y-aką¹ʔ,nk-y-a¹ką²ʔ,V;PFV,4,5
368,tyu¹kwa²,nte-tyu¹kwa²,V;PROG,4,5
369,u-hnya¹ʔ,k-u-hnya¹ʔ,V;POT,4,5
370,lyaʔa¹,nte-lyaʔa¹,V;PROG,4,5
371,u-tzu,nt-u-tzu,V;HAB,4,5
372,yata,nte-chata,V;PROG,4,5
373,naʔa,ta la nyaʔa,V;HAB,4,5
374,hnya²,ki¹-hnya²,V;POT,4,5
375,te²e¹ʔ,nte-te²e¹ʔ,V;PROG,4,5
376,y-atą,n-ch-atą,V;HAB,4,5
377,i-ly-a²su,nkw-i¹-ly-a²su¹,V;PFV,4,5
378,sukwa¹,sukwa¹,V;POT,4,5
379,u-kili,nt-u-kili,V;HAB,4,5
380,u-s-atiʔ,k-u-s-atiʔ,V;POT,4,5
381,kiʔi,nte-kiʔi,V;PROG,4,5
382,ti¹kų²,nku-ti¹kų²,V;PFV,4,5
383,saʔą,saʔą,V;POT,4,5
384,ʔni,nte-ʔni,V;PROG,4,5
385,y-aha¹,nte-ch-aha¹,V;PROG,4,5
386,nakwą¹,nti-nakwą¹,V;HAB,4,5
387,i¹-hni²,nte¹-hni²,V;PROG,4,5
388,ahi¹,ntey-aha¹,V;PROG,4,5
389,u-tzaʔ,nch-u-tzaʔ,V;PROG,4,5
390,sǫ²,ki¹-sǫ²,V;POT,4,5
391,u-ki¹į²,nka-ki¹į²,V;PFV,4,5
392,ke²la¹,nku-ke²la¹,V;PFV,4,5
393,u-te¹tza²,nt-u-te¹tza²,V;HAB,4,5
394,tz-u¹kų²ʔ,nti-tz-u¹kų²ʔ,V;HAB,4,5
395,yatę,nt-yatę,V;PROG,4,5
396,u-totza,nka¹-totza,V;PFV,4,5
397,yuʔu¹,nte-chuʔu¹,V;PROG,4,5
398,su²lu,ki¹-su²lu,V;POT,4,5
399,su²lu,nti¹-su²lu,V;HAB,4,5
400,takąʔ,nte-takąʔ,V;PROG,4,5
401,i²kwa¹,nkw-i²kwa¹,V;PFV,4,5
402,xu¹ʔu²,nti-xu¹ʔu²,V;HAB,4,5
403,ukwą¹,y-ukwą¹,V;PFV,4,5
404,u-la¹sti²,nka¹-la¹sti²,V;PFV,4,5
405,lakwa¹,nti-lakwa¹,V;HAB,4,5
406,i-ty-ano,nkw-i-ty-ano,V;PFV,4,5
407,sę²,nku-sę²,V;PFV,4,5
408,aka,nk-aa¹,V;PFV,4,5
409,y-aka¹,ch-aka¹,V;POT,4,5
410,u¹-na²na,nka¹-na²na,V;PFV,4,5
411,ka¹ʔa²,nte-ka¹ʔa²,V;PROG,4,5
412,y-aką¹ʔ,nte-y-a¹ką²ʔ,V;PROG,4,5
413,u-tikąʔ,k-u-tikąʔ,V;POT,4,5
414,katę¹,nku-katę¹,V;PFV,4,5
415,u-xiką,nte-xiką,V;PROG,4,5
416,u-kili,nka-kili,V;PFV,4,5
417,i-lyo¹o²,nkw-i-lyo¹o²,V;PFV,4,5
418,u-xi¹-ką²ʔ,nte-xi¹-ką²ʔ,V;PROG,4,5
419,nikwę,nte-nikwę,V;PROG,4,5
420,u-s-ene¹,k-u-s-ene¹,V;POT,4,5
421,la²ʔwa,nku-la²ʔwa,V;PFV,4,5
422,u-ʔne,k-u-ʔne,V;POT,4,5
423,u-la¹sti²,la¹sti²,V;POT,4,5
424,ta²tza,nku¹-ta²tza,V;PFV,4,5
425,li²tiʔ,ki¹-li²tiʔ,V;POT,4,5
426,tyehna¹,tyehna¹,V;POT,4,5
427,ahi,nti-hi,V;HAB,4,5
428,i-xi¹-ką²ʔ,nte-xi¹-ką²ʔ,V;PROG,4,5
429,u¹-s-a²ta,nt-u¹-s-a²ta,V;HAB,4,5
430,ti²kwi¹,nte¹-ti²kwi¹,V;PROG,4,5
431,u¹-hni²,nte¹-hni²,V;PROG,4,5
432,uwe,y-uwe,V;PFV,4,5
433,te²e¹ʔ,n-tyeeʔ,V;HAB,4,5
434,y-atę¹,nte-y-a¹tę²,V;PROG,4,5
435,kili,nku-kili,V;PFV,4,5
436,nuʔu,ki-nuʔu,V;POT,4,5
437,teę,nti-teę,V;HAB,4,5
438,teʔę,n-tyeʔę,V;HAB,4,5
439,ta²su¹,n-tya²su¹,V;HAB,4,5
440,anaʔ,nku-naʔ,V;PFV,4,5
441,y-u²kwa¹ʔ,nte-y-u²kwa¹ʔ,V;PROG,4,5
442,u-kiʔi,nt-u-kiʔi,V;HAB,4,5
443,laha,nti-laha,V;HAB,4,5
444,uhwiʔ,nt-uhwiʔ,V;HAB,4,5
445,kachi¹,ki-kachi¹,V;POT,4,5
446,i²kwą¹,k-ikwą,V;POT,4,5
447,utzę,y-utzę,V;PFV,4,5
448,i-ty-ano,k-i-ty-ano,V;POT,4,5
449,y-a²la,nk-y-a²la,V;PFV,4,5
450,y-aha¹,ch-aha¹,V;POT,4,5
451,ki¹tę²ʔ,nte-ki¹tę²ʔ,V;PROG,4,5
452,ene,nkw-ene,V;PFV,4,5
453,aʔna¹,y-aʔna¹,V;PFV,4,5
454,y-uteʔ,tala n-ch-uteʔ,V;HAB,4,5
455,tehę¹,n-tyehę¹,V;HAB,4,5
456,y-a²no¹,n-ch-ano,V;HAB,4,5
457,xę²,ki¹-xę²,V;POT,4,5
458,u-s-akwę¹,nka-s-akwę¹,V;PFV,4,5
459,u-kiʔi,nte-kiʔi,V;PROG,4,5
460,i¹-s-a²ta,nt-i¹-s-a²ta,V;HAB,4,5
461,laha,nku-laha,V;PFV,4,5
462,y-a²na¹,nte-y-a²na¹,V;PROG,4,5
463,ohoʔ,nti-hoʔ,V;HAB,4,5
464,laʔa,nte-laʔa,V;PROG,4,5
465,u-ni¹tza²ʔ,nte-ni¹tza²ʔ,V;PROG,4,5
466,u-s-atą,nka-s-atą,V;PFV,4,5
467,yee,nkwi-yee¹,V;PFV,4,5
468,u-tihi,nka-tihi,V;PFV,4,5
469,toǫ,nte-toǫ,V;PROG,4,5
470,t-a²ha¹,ty-aha,V;POT,4,5
