,lemma,form,tags,family,language
38,tʔin,tʔin³ᐟ,V;PROSP;2,4,4
39,tkwi,nwtkwi¹,V;PFV;3,4,4
40,kine,kine⁴³,V;PROSP;1,4,4
41,tyʔwa,ntyʔwa¹²,V;HAB;1,4,4
42,skwen,nwskwen⁴³,V;PFV;1,4,4
43,kyan,nkyan¹⁴,V;PROG;3,4,4
44,tykun,nwtykun³ᐟ,V;PFV;3,4,4
45,tʔo,ntʔo³ᐟ,V;PROG;2,4,4
46,kun,ntgun³,V;HAB;1,4,4
47,kyoʔ,nkyoʔ¹²,V;HAB;3,4,4
48,tzaʔ,nkwtzaʔ/ytzaʔ³ᐟ,V;PFV;3,4,4
49,tykwan,ntykwan²,V;HAB;1,4,4
50,jkwan,njkwan²,V;PROG;2,4,4
51,twe,ntwe³ᐟ,V;PROG;2,4,4
52,sʔwa,nwsʔwa⁴³,V;PFV;1,4,4
53,jkwi,njkwi³ᐟ,V;HAB;2,4,4
54,kitiʔ,nkitiʔ⁴³,V;PROG;1,4,4
55,we,ntywe³,V;HAB;1,4,4
56,sʔan,nwsʔan³,V;PFV;1,4,4
57,jkwaʔn,nwjkwaʔn³,V;PFV;1,4,4
58,jnyi,jnyi³,V;HAB;1,4,4
59,seʔ,nkwseʔ³,V;PFV;3,4,4
60,tkwa,ntkwa²⁴,V;PROG;3,4,4
61,xta,nxta¹,V;PROG;3,4,4
62,tʔin,ntʔin¹,V;PROG;3,4,4
63,xʔo,xʔo¹²,V;PROSP;1,4,4
64,chaʔ,nchaʔ²,V;PROG;3,4,4
65,kila,nkila¹,V;PROG;1,4,4
66,suʔ,nwsuʔ³ᐟ,V;PFV;1,4,4
67,xku,xku¹,V;PROSP;3,4,4
68,stun,nxtun³ᐟ,V;HAB;2,4,4
69,sweʔn,xweʔn²⁴,V;PROSP;3,4,4
70,sʔna,nwsʔna³,V;PFV;1,4,4
71,swiʔ,nswiʔ²⁴,V;HAB;3,4,4
72,tzun,nwtzun³ᐟ,V;PFV;2,4,4
73,kilu,nkilu³ᐟ,V;HAB;2,4,4
74,jya,ntjya³ᐟ,V;HAB;2,4,4
75,xʔun,nwxʔun¹,V;PFV;3,4,4
76,tyi,ntyi²,V;PROG;3,4,4
77,ku,ku³,V;PROSP;3,4,4
78,xka,nxka³ᐟ,V;PROG;2,4,4
79,ta,yta³ᐟ,V;PFV;2,4,4
80,tykwan,nwtygwan⁴³,V;PFV;1,4,4
81,tyiʔn,kwtyiʔn²⁴,V;PROSP;3,4,4
82,la,nkila²,V;PROG;3,4,4
83,twe,ntwe³ᐟ,V;HAB;2,4,4
84,xʔwa,nxʔwa¹²,V;HAB;3,4,4
85,tkun,tkun²⁴,V;PROSP;3,4,4
86,sʔya,nxʔya³ᐟ,V;HAB;2,4,4
87,xkwen,nxkwen⁴³,V;HAB;1,4,4
88,tʔo,ntyʔo³ᐟ,V;HAB;2,4,4
89,ʔo,ntiʔo¹,V;PROG;2,4,4
90,tykwen,tykwen⁴³,V;PROSP;1,4,4
91,tʔa,tʔa¹²,V;PROSP;3,4,4
92,sʔwe,nwsʔwe²⁴,V;PFV;3,4,4
93,tza,nwtza¹,V;PFV;1,4,4
94,cha,nwcha³ᐟ,V;PFV;2,4,4
95,stya,xtya⁴³,V;PROSP;1,4,4
96,tkwa,ntykwa³ᐟ,V;HAB;2,4,4
97,sʔya,nxʔya³,V;HAB;1,4,4
98,jwi,ntjwi²,V;PROG;3,4,4
99,tyʔwi,tyʔwi³ᐟ,V;PROSP;2,4,4
100,lu,ntlu³ᐟ,V;HAB;2,4,4
101,tyʔwa,tyʔwa¹²,V;PROSP;3,4,4
102,kuʔ,kuʔ²⁴,V;PROSP;3,4,4
103,sʔwi / tʔwi,ntyʔwi³ᐟ,V;HAB;2,4,4
104,xen,nkixen²⁴,V;HAB;3,4,4
105,chuʔ,nchuʔ³ᐟ,V;HAB;2,4,4
106,seʔ,kiseʔ³,V;PROSP;1,4,4
107,kita,nkita³ᐟ,V;PROG;2,4,4
108,ne,ne²⁴,V;HAB;3,4,4
109,sweʔ,nsweʔ³ᐟ,V;PROG;2,4,4
110,tza,nwttza²⁴,V;PFV;3,4,4
111,tkwa,tykwa²⁴,V;PROSP;3,4,4
112,tyiʔn,nttyiʔn³ᐟ,V;PROG;3,4,4
113,xoʔ,xo:ʔ¹²,V;PROSP;3,4,4
114,jlya,njlya⁴³,V;HAB;1,4,4
115,sna,xna³ᐟ,V;PROSP;2,4,4
116,tʔin,tʔin³,V;PROSP;1,4,4
117,lyu,nkilyu¹²,V;PROG;1,4,4
118,xtiʔ,nwxtiʔ⁴³,V;PFV;1,4,4
119,xkwan,xkwan³ᐟ,V;PROSP;2,4,4
120,xkwen,xkwen²⁴,V;PROSP;3,4,4
121,tza,kwtza³ᐟ,V;PROSP;2,4,4
122,we,ntywe³ᐟ,V;HAB;2,4,4
123,tykaʔn,ntykaʔn³ᐟ,V;PROG;3,4,4
124,jwin,jwin/neʔ³ᐟ,V;PFV;2,4,4
125,stun,xtun³,V;PROSP;1,4,4
126,xnyi,nxnyi³ᐟ,V;HAB;2,4,4
127,kita,nkita¹,V;PROG;1,4,4
128,ten,nttyen³ᐟ,V;HAB;2,4,4
129,tywiʔ,nwtywiʔ³ᐟ,V;PFV;3,4,4
130,tykwen,ntykwen³ᐟ,V;HAB;2,4,4
131,stun,nwstun³ᐟ,V;PFV;2,4,4
132,kitan,nkitan¹⁴,V;PROG;3,4,4
133,kuʔ,ykuʔ²³,V;PFV;3,4,4
134,jnya,jnya³ᐟ,V;HAB;2,4,4
135,jkwaʔn,njkwaʔn¹,V;PROG;3,4,4
136,la,kla³,V;PROSP;1,4,4
137,skwaʔ,nskwaʔ²¹,V;HAB;3,4,4
138,xnaʔ,xnaʔ²,V;PROSP;2,4,4
139,la,la³ᐟ,V;PROG;2,4,4
140,tʔo,ntʔo²¹,V;PROG;1,4,4
141,sʔya,nwsʔya³ᐟ,V;PFV;2,4,4
142,tyun,ntyun¹²,V;HAB;3,4,4
143,tʔin,ntʔin²¹,V;HAB;3,4,4
144,skwen,nskwen⁴³,V;PROG;1,4,4
145,xkuʔn,nxkuʔn¹⁴,V;PROG;3,4,4
146,tʔo,ntʔo¹,V;PROG;3,4,4
147,ta,kita³ᐟ,V;PROSP;2,4,4
148,jyʔan,njyʔan²,V;HAB;2,4,4
149,jʔin,ntjʔin¹,V;PROG;3,4,4
150,tiʔya,nwtiʔya³,V;PFV;1,4,4
151,ka,nkwa²³,V;PFV;1,4,4
152,tykun,ntykun⁴³,V;HAB;1,4,4
153,lyʔe / lʔe,lyʔe⁴³,V;PROSP;1,4,4
154,xkwan,nwxkwan²¹,V;PFV;1,4,4
155,xyaʔ,nxyaʔ:¹²,V;PROG;3,4,4
156,tʔin,nwtʔin³ᐟ,V;PFV;2,4,4
157,sla,sla²¹,V;PROSP;3,4,4
158,xla,nxla³ᐟ,V;PROG;1,4,4
159,xyaʔ,nxyaʔ¹²,V;PFV;3,4,4
160,tkwiʔ,ykwiʔ³ᐟ,V;PFV;2,4,4
161,sweʔn,nxweʔn²⁴,V;HAB;3,4,4
162,tyʔo,ntyʔo³ᐟ,V;HAB;2,4,4
163,su,kwsu/ksu³ᐟ,V;PROSP;2,4,4
164,yjwi,yjwi³ᐟ,V;PROSP;2,4,4
165,kila,nkila³ᐟ,V;PFV;2,4,4
166,kiʔu,nkiʔu¹²,V;PROG;1,4,4
167,jwin,jwin/neʔ³,V;PFV;3,4,4
168,kinu,nkinu²¹,V;HAB;1,4,4
169,ten,nten²,V;PROG;2,4,4
170,kitun,kitun²,V;PROSP;3,4,4
171,taʔ,ntaʔ¹²,V;PROG;3,4,4
172,xnaʔ,nwxnaʔ¹⁴,V;PFV;3,4,4
173,na,na³,V;HAB;1,4,4
174,ʔa,kwʔa²⁴,V;PROSP;3,4,4
175,skwa,nskwa³ᐟ,V;PROG;3,4,4
176,yaʔ,ntiyaʔ²⁴,V;HAB;3,4,4
177,tykwan,nwtykwan³ᐟ,V;PFV;2,4,4
178,jwiʔ,ntyjwiʔ²⁴,V;HAB;3,4,4
179,ʔni,nwʔni¹,V;PFV;3,4,4
180,cha,ncha³ᐟ,V;HAB;2,4,4
181,skwaʔ,nskwaʔ³ᐟ,V;PROG;2,4,4
182,tykwa,tykwa³ᐟ,V;PROSP;3,4,4
183,na,na/nya³ᐟ,V;HAB;2,4,4
184,xtyi,nxtyi³ᐟ,V;PROG;2,4,4
185,sʔwi,ntyʔwi³,V;HAB;3,4,4
186,tykwaʔ,tykwaʔ³ᐟ,V;PROSP;2,4,4
187,jnya,jnya²,V;PROG;1,4,4
188,xna,nxna¹,V;PROG;2,4,4
189,tlyu,tlyu³ᐟ,V;PROSP;2,4,4
190,stun,nwstun³,V;PFV;3,4,4
191,xen,nkixen³ᐟ,V;HAB;2,4,4
192,ʔa,nkwʔa³ᐟ,V;PFV;2,4,4
193,lu,kwlu⁴³,V;PROSP;3,4,4
194,tykun,ntykun³ᐟ,V;PROG;3,4,4
195,kita,nkita¹,V;PFV;3,4,4
196,ʔni,nwʔni¹,V;PFV;1,4,4
197,tyiʔn,nwtyiʔn²,V;PFV;2,4,4
198,tkun,nwtkun¹,V;PFV;2,4,4
199,xkwan,nwxkwan⁴³,V;PFV;1,4,4
200,kisa,kisa³,V;PROSP;3,4,4
201,xtyi,xtyi²¹,V;PROSP;1,4,4
202,sʔi,nsʔi¹²,V;PROG;3,4,4
203,sne,sne⁴³,V;PROSP;1,4,4
204,xkwan,xkwan²¹,V;PROSP;1,4,4
205,jnyiʔ,jnyiʔ²⁴,V;PROSP;3,4,4
206,tkwiʔ,tykwiʔ²¹,V;PROSP;3,4,4
207,ʔni,nkiʔni¹,V;PROG;3,4,4
208,sweʔn,nwsweʔn¹,V;PFV;2,4,4
209,nyi,kwnyi³,V;PROSP;1,4,4
210,tya,nwtya³,V;PFV;1,4,4
211,lya,nkilya³ᐟ,V;PROG;2,4,4
212,tyun,kwtyun²⁴,V;PROSP;3,4,4
213,jkuʔn,njkuʔn²,V;PROG;2,4,4
214,tykwan,ntykwan¹²,V;PROG;3,4,4
215,ʔo,ntlʔo²¹,V;PROG;1,4,4
216,tzaʔ,kwtzaʔ/ktzaʔ³,V;PROSP;1,4,4
217,kinaʔ,nkinaʔ⁴³,V;PROG;1,4,4
218,kwen,ntykwen⁴³,V;HAB;1,4,4
219,tyiʔn,nttyiʔn⁴³,V;HAB;1,4,4
220,lyʔe / lʔe,lyʔe²⁴,V;PROSP;3,4,4
221,tzi,nkitzi¹²,V;PROG;1,4,4
222,tziʔ,nkwtziʔ¹,V;PFV;2,4,4
223,kyan,nkyan⁴³,V;HAB;1,4,4
224,xki,nxki¹,V;PROG;3,4,4
225,swi,nswi³,V;HAB;1,4,4
226,kiʔu,nkiʔu²³,V;PFV;1,4,4
227,tzjin,ntzjin²,V;PROG;3,4,4
228,na,na²⁴,V;HAB;3,4,4
229,saʔ,nsaʔ¹²,V;PROG;3,4,4
230,siʔn,nwsiʔn³ᐟ,V;PFV;2,4,4
231,tzun,ntzun¹⁴,V;PROG;3,4,4
232,aʔ,ntiyaʔ²⁴,V;HAB;3,4,4
233,nʔa,ntlʔan²,V;PROG;2,4,4
234,xne,nxne⁴³,V;PROG;1,4,4
235,kine,kine³ᐟ,V;PROSP;2,4,4
236,sʔwi / tʔwi,ntyʔwi³,V;HAB;3,4,4
237,tkwiʔ,ntkwiʔ²,V;PROG;1,4,4
238,xʔya,nxʔya³ᐟ,V;PROG;2,4,4
239,tykwan,ntykwan²³,V;PROG;3,4,4
240,tkwa,tykwa³ᐟ,V;PROSP;2,4,4
241,xnya,xnya¹⁴,V;PROSP;3,4,4
242,suʔ,nxuʔ²⁴,V;HAB;3,4,4
243,jkwaʔn,nwjkwaʔn¹,V;PFV;3,4,4
244,ta,kita³,V;PROSP;3,4,4
245,xten,nwxten¹²,V;PFV;3,4,4
246,tiya,tiya³ᐟ,V;PROSP;2,4,4
247,sʔwi / tʔwi,xʔwi³ᐟ,V;PROSP;2,4,4
248,tya,ntya¹,V;PROG;3,4,4
249,ʔo,kʔo³ᐟ,V;PROSP;2,4,4
250,xti,nwxti¹,V;PFV;3,4,4
251,styi,nstyi¹,V;PROG;3,4,4
252,naʔ,nkinaʔ²,V;PROG;1,4,4
253,saʔ,nsaʔ⁴³,V;PROG;1,4,4
254,tkun,tkun³ᐟ,V;PROSP;2,4,4
255,sweʔn,nsweʔn¹,V;PROG;2,4,4
256,kun,kun³ᐟ,V;PROSP;2,4,4
257,stan,nstan¹⁴,V;PROG;3,4,4
258,tzaʔ,nkitzaʔ²,V;PROG;1,4,4
259,tza,nwdza¹,V;PFV;3,4,4
260,tlyu,ntlyu²,V;PROG;1,4,4
261,tʔin,ntʔin³ᐟ,V;HAB;2,4,4
262,su,su²¹,V;PROG;1,4,4
263,laʔ,ylaʔ³ᐟ,V;PFV;2,4,4
264,twe,twe³ᐟ,V;PROSP;2,4,4
265,kilyu,nkilyu¹²,V;HAB;1,4,4
266,xʔwa,xʔwa²¹,V;PROSP;1,4,4
267,tykuʔn,tykuʔn⁴³,V;PROSP;1,4,4
268,kitzi,nkitzi¹²,V;PROG;3,4,4
269,kinu,nkinu³ᐟ,V;PROG;2,4,4
270,sne,nsne²⁴,V;HAB;3,4,4
271,jnyiʔ,jnyiʔ⁴³,V;PROG;1,4,4
272,ʔo,ntiʔo²¹,V;HAB;1,4,4
273,kyoʔ,nkyoʔ¹²,V;HAB;1,4,4
274,ni,ni¹,V;PROG;3,4,4
275,nya,nya⁴³,V;PROG;1,4,4
276,tiʔ,nkitiʔ²,V;PROG;3,4,4
277,skwi,xkwi³,V;PROSP;1,4,4
278,chaʔ,nwchaʔ²,V;PFV;2,4,4
279,ten,nttyen³,V;HAB;1,4,4
280,la,nkila²,V;PROG;1,4,4
281,tiʔya,ntiʔya³ᐟ,V;HAB;2,4,4
282,stya,nwstya¹,V;PFV;3,4,4
283,sta,nsta³ᐟ,V;PROG;2,4,4
284,xnya,nxnya¹⁴,V;PROG;3,4,4
285,tyʔo,ntyʔo³ᐟ,V;PROG;2,4,4
286,sne,nsne⁴³,V;PROG;1,4,4
287,wen,ntywen (a veces se madura)³,V;HAB;3,4,4
288,o,ntiyo³ᐟ,V;HAB;2,4,4
289,jwin,jwin/neʔ³,V;PFV;1,4,4
290,kinu,nkinu²¹,V;PROG;1,4,4
291,xyaʔ,nxyaʔ:¹²,V;PROG;1,4,4
292,tykwin,nwtykwin³ᐟ,V;PFV;2,4,4
293,nya,nya⁴³,V;HAB;1,4,4
294,nya,nkinya⁴³,V;HAB;1,4,4
295,slyaʔ,nslyaʔ³ᐟ,V;PROG;2,4,4
296,sweʔn,nwsweʔn³ᐟ,V;PFV;3,4,4
297,sʔwi / tʔwi,yʔwi²¹,V;PFV;1,4,4
298,tywi,ntywi²¹,V;HAB;3,4,4
299,sʔwe,nwsʔwe⁴³,V;PFV;1,4,4
300,tiyan,nwtiyan²,V;PFV;3,4,4
301,swiʔ,swiʔ⁴³,V;PROSP;1,4,4
302,skwen,nwskwen¹,V;PFV;2,4,4
303,tʔwa,tyʔwa²¹,V;PROSP;1,4,4
304,tywiʔ,ntywiʔ³ᐟ,V;PROG;3,4,4
305,jkwan,njkwan¹,V;PROG;2,4,4
306,joʔ,kjoʔ³,V;PROSP;3,4,4
307,kita,nttya³ᐟ,V;HAB;2,4,4
308,skwen,nskwen³ᐟ,V;PROG;3,4,4
309,kya,kya²⁴,V;PROSP;3,4,4
310,xnya,nwxnya⁴³,V;PFV;1,4,4
311,xʔu,nxʔu¹²,V;HAB;1,4,4
312,kya,nkya/nkiʔan²⁴,V;HAB;3,4,4
313,xʔun,nxʔun²¹,V;PROG;1,4,4
314,tykwa,tykwa³,V;PROSP;1,4,4
315,kitzaʔ,nkitzaʔ¹,V;PFV;2,4,4
316,jlyaʔ,njlyaʔ³ᐟ,V;HAB;2,4,4
317,laʔ,ylaʔ³,V;PFV;3,4,4
318,lu,nkwlu¹,V;PFV;3,4,4
319,tykwan,ntygwan⁴³,V;HAB;1,4,4
320,taʔ,tya:ʔ²⁴,V;PROSP;3,4,4
321,lyʔe / lʔe,nkwʔe³ᐟ,V;PFV;2,4,4
322,jnyi,nwjnyi³ᐟ,V;PFV;2,4,4
323,taʔ,nttyaʔ²¹,V;HAB;1,4,4
324,kijaʔn,nkijaʔn¹,V;PROG;2,4,4
325,skwin,xkwin²,V;PROSP;1,4,4
326,tzu,nkitzu²,V;PROG;3,4,4
327,tyi,nwtyi³,V;PFV;3,4,4
328,tyiʔn,ntyiʔn²,V;HAB;2,4,4
329,tkwi,tykwi²¹,V;PROSP;3,4,4
330,kitiʔ,kitiʔ²⁴,V;PROSP;3,4,4
331,kwen,ntykwen⁴³,V;PROG;1,4,4
332,skwa,nxkwa²⁴,V;HAB;3,4,4
333,jkwan,njkwan²,V;PROG;3,4,4
334,skaʔn,skaʔn²⁴,V;PROSP;3,4,4
335,chaʔ,nwchaʔ¹²,V;PFV;3,4,4
336,taʔ,nttyaʔ³ᐟ,V;HAB;2,4,4
337,ni,ni³,V;PROG;1,4,4
338,ʔwe,yʔwe⁴³,V;PFV;1,4,4
339,tywi,tywi³,V;PROSP;1,4,4
340,xka,nwxka¹⁴,V;PFV;3,4,4
341,tʔan,nwtʔan²¹,V;PFV;1,4,4
342,la,nkila¹,V;PROG;1,4,4
343,xnaʔ,nxnaʔ¹⁴,V;HAB;3,4,4
344,chu,kwchu²¹,V;PROSP;3,4,4
345,lya,kilya⁴³,V;PROSP;1,4,4
346,nyi,nyi²,V;PROG;1,4,4
347,sta,nwsta³,V;PFV;1,4,4
348,ʔni,ʔni²¹,V;HAB;1,4,4
349,slyaʔ,nwslyaʔ⁴³,V;PFV;1,4,4
350,ka,ka²⁴,V;PROSP;3,4,4
351,tʔan,tyʔan³,V;PROSP;3,4,4
352,sne,sne³ᐟ,V;PROSP;2,4,4
353,seʔ,kiseʔ³,V;PROSP;3,4,4
354,tyʔwi,ntyʔwi³ᐟ,V;HAB;2,4,4
355,tykwen,ntykwen⁴³,V;HAB;1,4,4
356,sʔwi,yʔwi³ᐟ,V;PFV;2,4,4
357,tʔan,nkʔan³,V;PROG;3,4,4
358,sʔna,xʔna⁴³,V;PROSP;1,4,4
359,xnya,nxnyaʔ⁴³,V;HAB;1,4,4
360,sʔna,nwsʔna³ᐟ,V;PFV;2,4,4
361,jkwaʔn,nwjkwaʔn³ᐟ,V;PFV;2,4,4
362,jaʔ,yjaʔ¹,V;PFV;2,4,4
363,twe,ntwe²,V;PROG;1,4,4
364,xyuʔn,nwxyuʔn¹⁴,V;PFV;3,4,4
365,na,nkwna/nwna²¹,V;PFV;1,4,4
366,tyʔwi,ntyʔwi²,V;HAB;1,4,4
367,jkaʔ,njykaʔ²¹,V;HAB;3,4,4
368,jnyi,jnyi³ᐟ,V;HAB;2,4,4
369,jkwan,njkwan³ᐟ,V;HAB;2,4,4
370,jnya,jnya³ᐟ,V;PROSP;2,4,4
371,xkwen,nxkwen⁴³,V;PROG;1,4,4
372,tʔa,ntʔa¹²,V;PROG;1,4,4
373,ʔu,nkwʔu²⁴,V;PFV;3,4,4
374,kinu,kinu²,V;PROSP;1,4,4
375,xyaʔ,nxyaʔ:¹,V;PROG;2,4,4
376,nyi,kwnyi²¹,V;PROSP;3,4,4
377,ni,ni²¹,V;PROG;1,4,4
378,laʔ,nkwlaʔ¹²,V;PFV;1,4,4
379,xkuʔn,xkuʔn⁴³,V;PROSP;1,4,4
380,tiyan,nwtiyan(3)/yan²,V;PFV;2,4,4
381,jkwa,ntkwa/njkwa³ᐟ,V;PROG;2,4,4
382,swiʔ,swiʔ²⁴,V;PROSP;3,4,4
383,tkwi,ntkwi²¹,V;HAB;3,4,4
384,jwi,kjwi²⁴,V;PROSP;3,4,4
385,tkwi,ntykwi²¹,V;HAB;3,4,4
386,tykwa,ntykwa³ᐟ,V;PROG;2,4,4
387,jki,jyki³,V;PROSP;1,4,4
388,jwiʔ,ntjwiʔ¹²,V;PROG;3,4,4
389,la,ntla¹,V;PROG;3,4,4
390,tyʔo,tyʔo/lyo¹,V;PROSP;3,4,4
391,ne,nkine²,V;PROG;2,4,4
392,jkwi,nwjkwi³ᐟ,V;PFV;2,4,4
393,tiyan,ntiyan²,V;PROG;1,4,4
394,jaʔ,ljaʔ²⁴,V;PROG;3,4,4
395,jkuʔn,nwjkuʔn¹²,V;PFV;3,4,4
396,xkuʔn,nxkuʔn¹⁴,V;HAB;3,4,4
397,kuʔ,kuʔ²¹,V;PROSP;1,4,4
398,tykwa,nwtykwa³,V;PFV;3,4,4
399,tzen,ytzen²,V;PFV;2,4,4
400,keʔ,ntkeʔ²⁴,V;HAB;3,4,4
401,wen,ntywen (a veces se madura)³ᐟ,V;HAB;2,4,4
402,ten,nten²⁴,V;HAB;3,4,4
403,sweʔ,sweʔ⁴³,V;PROSP;1,4,4
404,tykwan,tykwan²¹,V;PROSP;1,4,4
405,kijaʔn,nkijaʔn¹²,V;PROG;1,4,4
406,jnya,jnya¹,V;PROG;3,4,4
407,tykwa,nwtykwa³,V;PFV;1,4,4
408,slu,nslu²⁴,V;HAB;3,4,4
409,jwiʔ,ntjwiʔ¹,V;PROG;2,4,4
410,styi,nwstyi¹,V;PFV;3,4,4
411,tkwi,ntkwi³ᐟ,V;HAB;2,4,4
412,yaʔ,ntiyaʔ¹,V;PROG;2,4,4
413,xʔu,nwxʔu¹²,V;PFV;1,4,4
414,tzu,ktzu³ᐟ,V;PROSP;2,4,4
415,kinu,nkinu³ᐟ,V;HAB;2,4,4
416,stya,nxtya⁴³,V;HAB;3,4,4
417,xlyu,nxlyu¹²,V;HAB;1,4,4
418,kitun,nkitun²,V;PFV;3,4,4
419,so:ʔ,xoʔ²³,V;PROSP;3,4,4
420,chaʔ,nchaʔ⁴³,V;HAB;1,4,4
421,we,ntywe²,V;PROG;3,4,4
422,tyʔwi,ntyʔwi²¹,V;PROG;1,4,4
423,chuʔ,kichuʔ⁴³,V;PROSP;1,4,4
424,jywi,jywi¹,V;PFV;3,4,4
425,slaʔ,slaʔ²¹,V;PROSP;3,4,4
426,xka,xka⁴³,V;PROSP;1,4,4
427,tya,tya¹,V;PROSP;3,4,4
428,tykwan,tykwan²,V;PROSP;3,4,4
429,tʔan,tʔan²¹,V;PROSP;3,4,4
430,ʔo,kwʔo³ᐟ,V;PROSP;2,4,4
431,keʔ,ntkeʔ¹²,V;PROG;3,4,4
432,jkwi,njykwi²¹,V;HAB;3,4,4
433,xʔan,nxʔan³ᐟ,V;PROG;2,4,4
434,sun,nwsun³ᐟ,V;PFV;2,4,4
435,xʔo,nwxʔo¹,V;PFV;2,4,4
436,xkwen,nxkwen³ᐟ,V;HAB;2,4,4
437,la,ntlya³,V;HAB;1,4,4
438,kinu,nkinu³ᐟ,V;PFV;2,4,4
439,sʔi,nxʔi²⁴,V;HAB;3,4,4
440,lya,nkilya⁴³,V;PROG;1,4,4
441,yaʔ,nkwyaʔ¹,V;PFV;2,4,4
442,tkwiʔ,nwtkwiʔ¹,V;PFV;3,4,4
443,jywi,jywi³ᐟ,V;PFV;2,4,4
444,naʔ,nkinaʔ¹,V;HAB;3,4,4
445,kiten,nkiten²³,V;HAB;3,4,4
446,sʔya,nsʔya³ᐟ,V;PROG;2,4,4
447,skwaʔ,xkwaʔ³,V;PROSP;1,4,4
448,swi,nswi⁴³,V;HAB;3,4,4
449,xnaʔ,xnaʔ¹²,V;PROSP;3,4,4
450,ʔo,kʔo²¹,V;PROSP;1,4,4
451,taʔ,tya:ʔ⁴³,V;PROSP;1,4,4
452,tkwiʔ,ntkwiʔ¹,V;PROG;3,4,4
453,tiyan,nwtiyan(3)/yan²,V;PFV;1,4,4
454,ta,nwta³,V;PFV;1,4,4
455,xten,nxten²,V;PROG;3,4,4
456,na,nkina³ᐟ,V;PROG;3,4,4
457,naʔ,kwnaʔ³ᐟ,V;PROSP;2,4,4
458,ku,ntyku³ᐟ,V;HAB;2,4,4
459,ʔwe,ntʔwe¹,V;PROG;2,4,4
460,stan,nwstan³ᐟ,V;PFV;2,4,4
461,swi,swi³ᐟ,V;PROSP;2,4,4
462,naʔ,kwnaʔ⁴³,V;PROSP;1,4,4
463,tkwiʔ,ntykwiʔ³,V;HAB;3,4,4
464,xʔwa,nwxʔwa¹²,V;PFV;3,4,4
465,tzaʔ,nwttzaʔ¹²,V;PFV;3,4,4
466,tuʔ,ntyuʔ⁴³,V;HAB;1,4,4
467,xne,nxne¹²,V;HAB;3,4,4
468,ka,ntyka⁴³,V;HAB;1,4,4
469,tiʔya,ntiʔya²¹,V;HAB;3,4,4
470,lya,nkwlya²⁴,V;PFV;3,4,4
471,siʔn,kwsiʔn³,V;PROSP;1,4,4
472,skwin,skwin³ᐟ,V;PROSP;2,4,4
473,kiten,nkiten⁴³,V;PROG;1,4,4
474,kita,kita³,V;PROSP;1,4,4
475,lu,nkwlu³ᐟ,V;PFV;2,4,4
476,sʔi,nwsʔi¹,V;PFV;2,4,4
477,sun,xun³ᐟ,V;PROSP;2,4,4
478,tywi,tywi⁴³,V;PROSP;3,4,4
479,tyʔwi,nwtyʔwi³ᐟ,V;PFV;2,4,4
480,xu,kwxu²¹,V;PROSP;3,4,4
481,xkwi,xkwi²¹,V;PROSP;1,4,4
482,tywiʔ,ntywiʔ³ᐟ,V;HAB;2,4,4
483,xʔwa,nxʔwa¹²,V;HAB;1,4,4
484,jya,nkwjya¹,V;PFV;2,4,4
485,kinaʔ,kinaʔ⁴³,V;PROSP;1,4,4
