,lemma,form,tags,family,language
85,abí,gâbí,V;POT,4,10
86,dzita,tsĭta,V;POT,4,10
87,gin,gígin,V;POT,4,10
88,iun=buaˀa,biun=buaˀa,V;PFV,4,10
89,u+roˀoba,gúroˀoba,V;POT,4,10
90,a+shadzi,gáshadzi,V;POT,4,10
91,ialda,dxîalda,V;POT,4,10
92,fiitxi,fĭĭtxi,V;POT,4,10
93,dzhibí,rdzhibí,V;HAB,4,10
94,u+roˀoba,baroˀoba,V;PFV,4,10
95,u+sa+ldaʔ,rusaldaʔ,V;HAB,4,10
96,dziiˀba,rdziiˀba,V;HAB,4,10
97,zaˀabí,gízaˀabí,V;POT,4,10
98,gaˀadzí,bigaˀadzí,V;PFV,4,10
99,a+rooˀ,rarooˀ,V;HAB,4,10
100,aˀa,guta,V;PFV,4,10
101,gĭiˀ,gígĭiˀ,V;POT,4,10
102,u+sa+g+uˀun,gúsaguˀun,V;POT,4,10
103,u+tshăʔa,gútshăʔa,V;POT,4,10
104,u+siˀidzhi,basiˀidzhi,V;PFV,4,10
105,ruʔă,biruʔă,V;PFV,4,10
106,rooˀ,txŏoˀ,V;POT,4,10
107,u+tĕta,rutĕta,V;HAB,4,10
108,bwĕʔe,rbwĕʔe,V;HAB,4,10
109,diiˀdzhi,tĭdzhi,V;POT,4,10
110,utshi,rutshi,V;HAB,4,10
111,u+sa+dubi,gúsadubi,V;POT,4,10
112,zobá,guzobá,V;PFV,4,10
113,reˀen=dxesa,gíreˀen=dxesa,V;POT,4,10
114,gidzí,gígidzí,V;POT,4,10
115,u+sa+dzhaga,rusadzhaga,V;HAB,4,10
116,iuʔn,dxîuʔn,V;POT,4,10
117,dzhiˀitshĭ,tshĭˀitshĭ,V;POT,4,10
118,dxiˀidzhu,gídxiˀidzhu,V;POT,4,10
119,dzhîʔtshí,gídzhîʔtshí,V;POT,4,10
120,zhiˀi=duʔ,bizhiˀi=duʔ,V;PFV,4,10
121,iun=buaˀa,dxîun=buaˀa,V;POT,4,10
122,u+zûˀu=zhibi,bazûˀu=zhibi,V;PFV,4,10
123,lăba,gílăba,V;POT,4,10
124,yaˀazi,ryaˀazi,V;HAB,4,10
125,u+s+iunga,gúsiunga,V;POT,4,10
126,dxiˀida,gudxiˀida,V;PFV,4,10
127,u+kwaˀan,gúkwaˀan,V;POT,4,10
128,yubí,ryubí,V;HAB,4,10
129,u+s+iă,basiă,V;PFV,4,10
130,duˀubí,rduˀubí,V;HAB,4,10
131,a+bwidzhi,rabwidzhi,V;HAB,4,10
132,ieˀe,rieˀe,V;HAB,4,10
133,yaˀazi,guyaˀazi,V;PFV,4,10
134,u+sa+zhidzí,gúsazhidzí,V;POT,4,10
135,ieˀe,dxîeˀe,V;POT,4,10
136,ka,guka,V;PFV,4,10
137,tăpi,rtăpi,V;HAB,4,10
138,uuˀdzhi,ruuˀdzhi,V;HAB,4,10
139,u+tshîʔtshí,rutshîʔtshí,V;HAB,4,10
140,tuyí,bituyí,V;PFV,4,10
141,apa,rapa,V;HAB,4,10
142,ri=gunâʔla,biri=gunâʔla,V;PFV,4,10
143,zaˀabi/zaˀabi=tĕ,rzaˀabi/zaˀabi=tĕ,V;HAB,4,10
144,uˀulda,ruˀulda,V;HAB,4,10
145,zidzi,guzidzi,V;PFV,4,10
146,a+bann,babann,V;PFV,4,10
147,iuuˀ=stoˀo,riuuˀ=stoˀo,V;HAB,4,10
148,daˀapá,rdaˀapá,V;HAB,4,10
149,zobá,rzobá,V;HAB,4,10
150,iăka,biăka,V;PFV,4,10
151,zeʔ,bizeʔ,V;PFV,4,10
152,iuyi,dxîuyi,V;POT,4,10
153,biˀibí,rbiˀibí,V;HAB,4,10
154,iela,biela,V;PFV,4,10
155,aza,gâza,V;POT,4,10
156,a+shadzi,bashadzi,V;PFV,4,10
157,ieˀedu,dxîeˀedu,V;POT,4,10
158,a+bwĕʔe,gábwĕʔe,V;POT,4,10
159,lăaˀa,rlăaˀa,V;HAB,4,10
160,u+s+iaˀalda,rusiaˀalda,V;HAB,4,10
161,găʔan,gudăʔan,V;PFV,4,10
162,dzibi,tsĭbi,V;POT,4,10
163,u+roˀoba,ruroˀoba,V;HAB,4,10
164,a+zhunga,gázhunga,V;POT,4,10
165,u+laʔ,balaʔ,V;PFV,4,10
166,bwîˀi,gíbwîˀi,V;POT,4,10
167,adzhi,radzhi,V;HAB,4,10
168,dăʔan,gídăʔan,V;POT,4,10
169,biyi,gubiyi,V;PFV,4,10
170,u+tshibi,batshibi,V;PFV,4,10
171,u+z+iaˀa=ñi,ruziaˀa=ñi,V;HAB,4,10
172,u+sa+zhunga,gúsazhunga,V;POT,4,10
173,u+sa+ldaʔ,gúsaldaʔ,V;POT,4,10
174,tĕsa,gutĕsa,V;PFV,4,10
175,ñiˀi,guñiˀi,V;PFV,4,10
176,dxiˀizhu,txîˀizhu,V;POT,4,10
177,a+tasa,batasa,V;PFV,4,10
178,iăʔn,dxîăʔn,V;POT,4,10
179,u+laˀaga,rulaˀaga,V;HAB,4,10
180,uaˀa,bwiaˀa,V;PFV,4,10
181,u+sidzi,basidzi,V;PFV,4,10
182,u+g+adzhi,gúadzhi,V;POT,4,10
183,lăba,rlăba,V;HAB,4,10
184,u+sa+gaʔ,basagaʔ,V;PFV,4,10
185,iashi,riashi,V;HAB,4,10
186,u+luˀuyi,ruluˀuyi,V;HAB,4,10
187,ieta,dxîeta,V;POT,4,10
188,taˀadzhu,gutaˀadzhu,V;PFV,4,10
189,u+ldâʔ,ruldâʔ,V;HAB,4,10
190,u+răʔa,barăʔa,V;PFV,4,10
191,diˀi,rdiˀi,V;HAB,4,10
192,a+dziiˀn,gádziiˀn,V;POT,4,10
193,iaka,riaka,V;HAB,4,10
194,a,ra,V;HAB,4,10
195,u+sa+taˀabi,basataˀabi,V;PFV,4,10
196,u+tyăaˀa,rutyăaˀa,V;HAB,4,10
197,a+bidzi,babidzi,V;PFV,4,10
198,u+shiˀin,bashiˀin,V;PFV,4,10
199,u+sa+ñiiˀdzhu,rusañiiˀdzhu,V;HAB,4,10
200,dzita,gudzita,V;PFV,4,10
201,u+shaˀata,bashaˀata,V;PFV,4,10
202,gaˀazhu,gígaˀazhu,V;POT,4,10
203,u+răʔa,rurăʔa,V;HAB,4,10
204,abi,gudzi,V;PFV,4,10
205,u+g+aku,baaku,V;PFV,4,10
206,u+tshîʔtshí,batshîʔtshí,V;PFV,4,10
207,u+sa+zhuʔn,rusazhuʔn,V;HAB,4,10
208,dxishi,gudxishi,V;PFV,4,10
209,zhătxi,bizhătxi,V;PFV,4,10
210,a+gaˀald=yu,ragaˀald=yu,V;HAB,4,10
211,txitxi,gítxitxi,V;POT,4,10
212,ia,ria,V;HAB,4,10
213,rooˀ,rrooˀ,V;HAB,4,10
214,u+laˀata,balaˀata,V;PFV,4,10
215,ialda,bialda,V;PFV,4,10
216,zhiʔ,rzhiʔ,V;HAB,4,10
217,rushí,gírushí,V;POT,4,10
218,aldă,gualdă,V;PFV,4,10
219,u+sa+gĭʔi,basagĭʔi,V;PFV,4,10
220,u+kaˀatsi,gúkaˀatsi,V;POT,4,10
221,u+sa+taˀabi,gúsataˀabi,V;POT,4,10
222,u+tshăʔa,rutshăʔa,V;HAB,4,10
223,daˀawu,gídaˀawu,V;POT,4,10
224,u+toˀoba,gútoˀoba,V;POT,4,10
225,bagu,kwăgu,V;POT,4,10
226,u+s+iăka,gúsiăka,V;POT,4,10
227,uuˀdzhi,guyuuˀdzhi,V;PFV,4,10
228,u+siŏba,rusiŏba,V;HAB,4,10
229,reʔ/riaʔ,rreʔ/riaʔ,V;HAB,4,10
230,daˀapá,gídaˀapá,V;POT,4,10
231,u+kaˀabi,bakaˀabi,V;PFV,4,10
232,u+sa+rooˀ,basarooˀ,V;PFV,4,10
233,u+kâʔ,bakâʔ,V;PFV,4,10
234,guuˀ,guluuˀ,V;PFV,4,10
235,a+riaʔ,gáriaʔ,V;POT,4,10
236,u+sa+g+uˀun,basaguˀun,V;PFV,4,10
237,u+zaʔ,ruzaʔ,V;HAB,4,10
238,dzhaʔ,rdzhaʔ,V;HAB,4,10
239,yoˀoba,ryoˀoba,V;HAB,4,10
240,a+dzhiiˀ,gádzhiiˀ,V;POT,4,10
241,u+luˀuyi,baluˀuyi,V;PFV,4,10
242,a+byetxi=garĭ,rabyetxi=garĭ,V;HAB,4,10
243,a+diʔtshí,gádiʔtshí,V;POT,4,10
244,aka,raka,V;HAB,4,10
245,dăʔan,rdăʔan,V;HAB,4,10
246,u+shaˀata,rushaˀata,V;HAB,4,10
247,ban,guban,V;PFV,4,10
248,u+sa+zhunga,rusazhunga,V;HAB,4,10
249,ruuˀga,txŭga,V;POT,4,10
250,batxi,gulatxi,V;PFV,4,10
251,kayí,rkayí,V;HAB,4,10
252,iuˀuyi,dxîuˀuyi,V;POT,4,10
253,u+tiˀidzhi,gútiˀidzhi,V;POT,4,10
254,zhătxi,gízhătxi,V;POT,4,10
255,u+kiˀishú,gúkiˀishú,V;POT,4,10
256,zu,sû,V;POT,4,10
257,iulda,biulda,V;PFV,4,10
258,u+ga,ruga,V;HAB,4,10
259,aaˀn,gâaˀn,V;POT,4,10
260,gaaˀ,kăaˀ,V;POT,4,10
261,uʔă,guʔâ,V;POT,4,10
262,baaˀn,rbaaˀn,V;HAB,4,10
263,yaˀadzhu,biyaˀadzhu,V;PFV,4,10
264,u+laʔ,rulaʔ,V;HAB,4,10
265,u+sidzi,rusidzi,V;HAB,4,10
266,dzhuuˀyi,tshŭyi,V;POT,4,10
267,dxibá,gudxibá,V;PFV,4,10
268,aaˀyi,guaaˀyi,V;PFV,4,10
269,zhiˀin,bizhiˀin,V;PFV,4,10
270,tann,rtann,V;HAB,4,10
271,iaˀa=ñi,riaˀa=ñi,V;HAB,4,10
272,utshi,gûtshi,V;POT,4,10
273,uˀuyi=dzhiˀidzhi,bwiˀiyi=dzhiˀidzhi,V;PFV,4,10
274,găʔan,rgăʔan,V;HAB,4,10
275,u+sa+zhuʔn,gúsazhuʔn,V;POT,4,10
276,ga,gíga,V;POT,4,10
277,u+tiˀidzhi,rutiˀidzhi,V;HAB,4,10
278,dxiˀizhu,gudxiˀizhu,V;PFV,4,10
279,uˀun,ruˀun,V;HAB,4,10
280,iaˀalda,biaˀalda,V;PFV,4,10
281,u+s+iuˀuyi,basiuˀuyi,V;PFV,4,10
282,u+sidzi,gúsidzi,V;POT,4,10
283,kayí,gíkayí,V;POT,4,10
284,a+riaʔ,bariaʔ,V;PFV,4,10
285,bwĕʔe,kwĕʔe,V;POT,4,10
286,asa,guasa,V;PFV,4,10
287,daˀapá,bidaˀapá,V;PFV,4,10
288,iăba,riăba,V;HAB,4,10
289,a+ldaʔ,gáldaʔ,V;POT,4,10
290,zhiʔ,gízhiʔ,V;POT,4,10
291,taˀadzhu,rtaˀadzhu,V;HAB,4,10
292,zhaˀata,gízhaˀata,V;POT,4,10
293,shăla,gushăla,V;PFV,4,10
294,bwidzhi,gulidzhi,V;PFV,4,10
295,atxi,ratxi,V;HAB,4,10
296,gĭiˀ,bigĭiˀ,V;PFV,4,10
297,guˀudzí,rguˀudzí,V;HAB,4,10
298,zhubí=dxa,rzhubí=dxa,V;HAB,4,10
299,dxiʔn,txîʔn,V;POT,4,10
300,u+txushí,rutxushí,V;HAB,4,10
301,ri=gunâʔla,gíri=gunâʔla,V;POT,4,10
302,bwîˀi,bibwîˀi,V;PFV,4,10
303,lata,gulata,V;PFV,4,10
304,a+tădzhu,gátădzhu,V;POT,4,10
305,tĕsa,gítĕsa,V;POT,4,10
306,gooˀba,kŏba,V;POT,4,10
307,za,guza,V;PFV,4,10
308,dxĭnn,rdxĭnn,V;HAB,4,10
309,ziˀi,sîˀi,V;POT,4,10
310,a+lasa,balasa,V;PFV,4,10
311,yoˀoba,biyoˀoba,V;PFV,4,10
312,zĭĭn,sĭn,V;POT,4,10
313,iashi,biashi,V;PFV,4,10
314,luzha,guluzha,V;PFV,4,10
315,u+sheʔla,basheʔla,V;PFV,4,10
316,iaka,dxîaka,V;POT,4,10
317,ieta,rieta,V;HAB,4,10
318,u+tshaʔ,batshaʔ,V;PFV,4,10
319,u+s+iăba,basiăba,V;PFV,4,10
320,yaˀa,guyaˀa,V;PFV,4,10
321,a+za,baza,V;PFV,4,10
322,u+kwaˀan,rukwaˀan,V;HAB,4,10
323,gaʔ,bigaʔ,V;PFV,4,10
324,u+yaˀan,bayaˀan,V;PFV,4,10
325,u+z+iaˀa=ñi,baziaˀa=ñi,V;PFV,4,10
326,usha,gûsha,V;POT,4,10
327,tăaˀa,rtăaˀa,V;HAB,4,10
328,iunga,biunga,V;PFV,4,10
329,iunga,dxîunga,V;POT,4,10
330,dzhishi=zhgasi,tshĭshi=zhgasi,V;POT,4,10
331,naˀ aza,rnaˀaza,V;HAB,4,10
332,u+saaˀ,rusaaˀ,V;HAB,4,10
333,uaˀa,gaˀă,V;POT,4,10
334,u+sa+ntxĕ,rusantxĕ,V;HAB,4,10
335,u+ñă=laaˀdzi,ruñă=laaˀdzi,V;HAB,4,10
336,zaka=zĭ,săka=zĭ,V;POT,4,10
337,a+ldaʔ,raldaʔ,V;HAB,4,10
338,u+g+uuˀyi,ruguuˀyi,V;HAB,4,10
339,u+zhuʔn,bazhuʔn,V;PFV,4,10
340,za,să,V;POT,4,10
341,aku,raku,V;HAB,4,10
342,a+dyăʔa,radyăʔa,V;HAB,4,10
343,u+zûˀu=zhibi,gúzûˀu=zhibi,V;POT,4,10
344,dzhagá,rdzhagá,V;HAB,4,10
345,aaˀn,guaaˀn,V;PFV,4,10
346,za=lo,rza=lo,V;HAB,4,10
347,dzhĕla,gídzhĕla,V;POT,4,10
348,iăla,biăla,V;PFV,4,10
349,ruʔă,gíruʔă,V;POT,4,10
350,dzibi,rdzibi,V;HAB,4,10
351,u+saˀabi=tĕ,basaˀabi=tĕ,V;PFV,4,10
352,iuʔn,riuʔn,V;HAB,4,10
353,u+tooˀ,batooˀ,V;PFV,4,10
354,a+găaˀ,ragăaˀ,V;HAB,4,10
355,dxiʔtsi,rdxiʔtsi,V;HAB,4,10
356,u+shaˀata,gúshaˀata,V;POT,4,10
357,zhoˀoba,rzhoˀoba,V;HAB,4,10
358,zhuˀubí=dxa,gízhuˀubí=dxa,V;POT,4,10
359,u+tusha,rutusha,V;HAB,4,10
360,u+zaˀabi,ruzaˀabi,V;HAB,4,10
361,a+ntxĕ,rantxĕ,V;HAB,4,10
362,uuˀdzhi,gûuˀdzhi,V;POT,4,10
363,dziiˀba,tsĭba,V;POT,4,10
364,zhuuˀn,rzhuuˀn,V;HAB,4,10
365,shătxi,rshătxi,V;HAB,4,10
366,zu,guzu,V;PFV,4,10
367,u+kiˀishú,rukiˀishú,V;HAB,4,10
368,u+kuˀudzí,gúkuˀudzí,V;POT,4,10
369,u+s+ialda,basialda,V;PFV,4,10
370,u+shiˀi=duʔ,gúshiˀi=duʔ,V;POT,4,10
371,biyi,gíbiyi,V;POT,4,10
372,shiʔ,gushiʔ,V;PFV,4,10
373,u+laˀata,gúlaˀata,V;POT,4,10
374,dxiʔn,gudxiʔn,V;PFV,4,10
375,na,rna,V;HAB,4,10
376,asi,rasi,V;HAB,4,10
377,a+zhuuˀn,gázhuuˀn,V;POT,4,10
378,u+zhuʔn,ruzhuʔn,V;HAB,4,10
379,u+zu,ruzu,V;HAB,4,10
380,zaˀabi,rzaˀabi,V;HAB,4,10
381,tăpi,gítăpi,V;POT,4,10
382,reza,rreza,V;HAB,4,10
383,a+zhuˀuyi,razhuˀuyi,V;HAB,4,10
384,iăba,biăba,V;PFV,4,10
385,u+shiˀin,rushiˀin,V;HAB,4,10
386,yaˀadzhu,gíyaˀadzhu,V;POT,4,10
387,usha,guyusha,V;PFV,4,10
388,a+ldâʔ,baldâʔ,V;PFV,4,10
389,reʔ/riaʔ,gíreʔ/riaʔ,V;POT,4,10
390,iaˀatshu,dxîaˀatshu,V;POT,4,10
391,a+ntxĕ,gántxĕ,V;POT,4,10
392,a+zhunga,razhunga,V;HAB,4,10
393,a+bĭiˀ,babĭiˀ,V;PFV,4,10
394,yoˀoba,gíyoˀoba,V;POT,4,10
395,dooˀ,gudooˀ,V;PFV,4,10
396,u+laʔ,gúlaʔ,V;POT,4,10
397,u+tshaʔ,rutshaʔ,V;HAB,4,10
398,laʔ,gulaʔ,V;PFV,4,10
399,u+sheʔla,rusheʔla,V;HAB,4,10
400,uaˀa,ruaˀa,V;HAB,4,10
401,u+s+utshi=năaˀ,basutshi=năaˀ,V;PFV,4,10
402,răʔa,rrăʔa,V;HAB,4,10
403,u+g+adzhi,baadzhi,V;PFV,4,10
404,u+s+iulda,rusiulda,V;HAB,4,10
405,u+txuˀuga,gútxuˀuga,V;POT,4,10
406,zhuuˀn,guzhuuˀn,V;PFV,4,10
407,roˀobá,rroˀobá,V;HAB,4,10
408,taˀabi,bitaˀabi,V;PFV,4,10
409,iăʔn,riăʔn,V;HAB,4,10
410,u+g+uˀutshi,gúuˀutshi,V;POT,4,10
411,biˀibí,gíbiˀibí,V;POT,4,10
412,iashi,dxîashi,V;POT,4,10
413,yuuˀ=tĕ,tshŭuˀ=tĕ,V;POT,4,10
414,alá,ralá,V;HAB,4,10
415,a+guʔla,baguʔla,V;PFV,4,10
416,diăaˀa,bidiăaˀa,V;PFV,4,10
417,ñiˀi,rñiˀi,V;HAB,4,10
418,adá,gudá,V;PFV,4,10
419,u+sa+ñiiˀdzhu,basañiiˀdzhu,V;PFV,4,10
420,u+toˀoba,batoˀoba,V;PFV,4,10
421,u+tooˀ,rutooˀ,V;HAB,4,10
422,u+sa+g+uˀula,gúsaguˀula,V;POT,4,10
423,gĭʔi,gígĭʔi,V;POT,4,10
424,iaaˀbi,biaaˀbi,V;PFV,4,10
425,taˀadzhu,gítaˀadzhu,V;POT,4,10
426,yaˀadzhu,ryaˀadzhu,V;HAB,4,10
427,u+shiˀi=duʔ,rushiˀi=duʔ,V;HAB,4,10
428,zidzi,sîdzi,V;POT,4,10
429,u+siŏba,basiŏba,V;PFV,4,10
430,bidzi,rbidzi,V;HAB,4,10
431,uˀuda,bweˀedu,V;PFV,4,10
432,ban,rban,V;HAB,4,10
433,u+tsiyi,gútsiyi,V;POT,4,10
434,u+txiˀibí,batxiˀibí,V;PFV,4,10
435,atshí,gâtshi,V;POT,4,10
436,zu=kă,rzu=kă,V;HAB,4,10
437,gidzí,rgidzí,V;HAB,4,10
438,za=lo,să=lo,V;POT,4,10
439,diˀi,bidiˀi,V;PFV,4,10
440,u+zhidzí,gúzhidzí,V;POT,4,10
441,dzhăʔa,rdzhăʔa,V;HAB,4,10
442,u+tshiiˀ,gútshiiˀ,V;POT,4,10
443,u+sa+gaˀald=yu,basagaˀald=yu,V;PFV,4,10
444,yapi,guyapi,V;PFV,4,10
445,aˀa,gâˀa,V;POT,4,10
446,eeˀ,gêeˀ,V;POT,4,10
447,u+s+ia,gúsia,V;POT,4,10
448,a+ldâʔ,gáldâʔ,V;POT,4,10
449,u+zu,bazu,V;PFV,4,10
450,a+doˀoba,badoˀoba,V;PFV,4,10
451,luzha,tŭzha,V;POT,4,10
452,u+g+adzhi,rugadzhi,V;HAB,4,10
453,dzhiˀitshĭ,rdzhiˀitshĭ,V;HAB,4,10
454,u+tuˀubí,rutuˀubí,V;HAB,4,10
455,dzhaʔ,bidzhaʔ,V;PFV,4,10
456,zobá,sŏbá,V;POT,4,10
457,nisa,rnisa,V;HAB,4,10
458,u+s+iaˀatshu,basiaˀatshu,V;PFV,4,10
459,gŭʔun,gulŭʔun,V;PFV,4,10
460,yapi,tshăpi,V;POT,4,10
461,u+sa+g+uˀula,rusaguˀula,V;HAB,4,10
462,u+z+uʔyí,bazuʔyí,V;PFV,4,10
463,u+yaˀan,ruyaˀan,V;HAB,4,10
464,dxĭnn,gudxĭnn,V;PFV,4,10
465,zhoˀoba,bizhoˀoba,V;PFV,4,10
466,dxiˀizi,txîˀizi,V;POT,4,10
467,diˀi,gídiˀi,V;POT,4,10
468,iă,riă,V;HAB,4,10
469,u+zeʔ,bazeʔ,V;PFV,4,10
470,a+bidzi,rabidzi,V;HAB,4,10
471,gaaˀ,rgaaˀ,V;HAB,4,10
472,u+g+aza,rugaza,V;HAB,4,10
473,a+bwidzhi,gábwidzhi,V;POT,4,10
474,u+sa+taˀabi,rusataˀabi,V;HAB,4,10
475,u+txooˀ,batxooˀ,V;PFV,4,10
476,u+s+eˀewu,gúseˀewu,V;POT,4,10
477,tĕsa,rtĕsa,V;HAB,4,10
478,u+zaˀabi,bazaˀabi,V;PFV,4,10
479,uʔă,ruʔă,V;HAB,4,10
480,u+laˀata,rulaˀata,V;HAB,4,10
481,yaˀazi,tshâˀazi,V;POT,4,10
482,gaˀadzí,rgaˀadzí,V;HAB,4,10
483,abí,rabí,V;HAB,4,10
484,u+kaˀabi,rukaˀabi,V;HAB,4,10
485,zaˀabi/zaˀabi=tĕ,guzaˀabi/zaˀabi=tĕ,V;PFV,4,10
486,dooˀ,tŏoˀ,V;POT,4,10
487,bishi,gíbishi,V;POT,4,10
488,gidzí,bigidzí,V;PFV,4,10
489,dxîʔyí,rdxîʔyí,V;HAB,4,10
490,ialda,rialda,V;HAB,4,10
491,za=lo,guza=lo,V;PFV,4,10
492,gaˀabi,rgaˀabi,V;HAB,4,10
493,dalá,rdalá,V;HAB,4,10
494,aku,guta,V;PFV,4,10
495,gŭʔun,rgŭʔun,V;HAB,4,10
496,u+tsiyi,batsiyi,V;PFV,4,10
497,awu,rawu,V;HAB,4,10
498,u+s+iăka,basiăka,V;PFV,4,10
499,dxîʔyí,txîʔyí,V;POT,4,10
500,a+zu,bazu,V;PFV,4,10
501,u+s+iuˀuyi,gúsiuˀuyi,V;POT,4,10
502,u+zûˀu=zhibi,ruzûˀu=zhibi,V;HAB,4,10
503,u+dziˀiyi,rudziˀiyi,V;HAB,4,10
504,a+guʔla,raguʔla,V;HAB,4,10
505,ruuˀga,rruuˀga,V;HAB,4,10
506,giˀishú,bigiˀishú,V;PFV,4,10
507,dzhîʔtshí,bidzhîʔtshí,V;PFV,4,10
508,dxiˀibi,gídxiˀibi,V;POT,4,10
509,dxiˀidzhu,bidxiˀidzhu,V;PFV,4,10
510,u+sa+gaʔ,rusagaʔ,V;HAB,4,10
511,guˀudzí,gíguˀudzí,V;POT,4,10
512,zaˀabi,guzaˀabi,V;PFV,4,10
513,u+s+iaʔn,gúsiaʔn,V;POT,4,10
514,ka,rka,V;HAB,4,10
515,u+s+iăʔn/u+s+ăʔn,gúsiăʔn/ăʔn,V;POT,4,10
516,u+zaˀabi,gúzaˀabi,V;POT,4,10
517,u+s+u+zuˀu=zhibi,baszuˀu=zhibi,V;PFV,4,10
518,zudzi,sŭdzi,V;POT,4,10
519,inn,binn,V;PFV,4,10
520,a+tăʔa,gátăʔa,V;POT,4,10
521,bwi,kwî,V;POT,4,10
522,u+ñiˀibi,bañiˀibi,V;PFV,4,10
523,naˀ aza,gunaˀaza,V;PFV,4,10
524,a+zhuˀuyi,bazhuˀuyi,V;PFV,4,10
525,a+găaˀ,gágăaˀ,V;POT,4,10
526,u+txiˀibí,gútxiˀibí,V;POT,4,10
527,zhăla,rzhăla,V;HAB,4,10
528,yaˀa=lo,tshâˀa=lo,V;POT,4,10
529,uˀuda,ruˀuda,V;HAB,4,10
530,luzha,rluzha,V;HAB,4,10
531,a+bidzi,gábidzi,V;POT,4,10
