,lemma,form,tags,family,language
61,kurtši,kurtšiisõ,N;IN+ALL;PL,5,11
62,jõtši,jõkõõ,N;IN+ALL;SG,5,11
63,tšivi,tšivilt,N;AT+ABL;PL,5,11
64,tševäd,tševääkä,N;COM;SG,5,11
65,lumi,lumiisõ,N;IN+ALL;PL,5,11
66,lintu,linnuka,N;COM;SG,5,11
67,lupa,lupõilõssa,N;TERM;PL,5,11
68,susi,suziss,N;IN+ABL;PL,5,11
69,tšivi,tšivill,N;AT+ESS;PL,5,11
70,vesi,vezilt,N;AT+ABL;PL,5,11
71,jõtši,jõgõssi,N;TRANS;SG,5,11
72,entši,enďenä,N;ESS;SG,5,11
73,uhsi,uhsiina,N;ESS;PL,5,11
74,maa,mait,N;PRT;PL,5,11
75,staruha,staruhiss,N;IN+ABL;PL,5,11
76,varõz,varõhsõll,N;AT+ESS;SG,5,11
77,jää,jäise,N;IN+ALL;PL,5,11
78,koira,koirõilõssa,N;TERM;PL,5,11
79,lammaz,lampaanna,N;ESS;SG,5,11
80,ammaz,ampaaka,N;COM;SG,5,11
81,silmä,silmiss,N;IN+ABL;PL,5,11
82,juusso,juusoll,N;AT+ESS;SG,5,11
83,lupa,lupõina,N;ESS;PL,5,11
84,uhsi,uhsõõssa,N;TERM;SG,5,11
85,õźźa,õźalõ,N;AT+ALL;SG,5,11
86,akkuna,akkunoissi,N;TRANS;PL,5,11
87,isä,izäss,N;IN+ABL;SG,5,11
88,tšäsi,tšäez,N;IN+ESS;SG,5,11
89,akkuna,akkunalõ,N;AT+ALL;SG,5,11
90,kurtši,kurtšije,N;GEN;PL,5,11
91,üü,üilessa,N;TERM;PL,5,11
92,kõrva,kõrvaz,N;IN+ESS;SG,5,11
93,lahsi,lahsõlt,N;AT+ABL;SG,5,11
94,varõz,varõhsõd,N;NOM;PL,5,11
95,leipä,leiväz,N;IN+ESS;SG,5,11
96,pää,päissi,N;TRANS;PL,5,11
97,opõnõ,opõzõss,N;IN+ABL;SG,5,11
98,võtii,võttimõõssa,N;TERM;SG,5,11
99,aika,aikoisõ,N;IN+ALL;PL,5,11
100,entši,enďelt,N;AT+ABL;SG,5,11
101,meez,meez,N;NOM;SG,5,11
102,staruha,staruhass,N;IN+ABL;SG,5,11
103,susi,sutta,N;PRT;SG,5,11
104,opõnõ,opõziss,N;IN+ABL;PL,5,11
105,tütär,tüttäree,N;GEN;SG,5,11
106,lupa,luvassi,N;TRANS;SG,5,11
107,tšivi,tšivee,N;GEN;SG,5,11
108,emä,emissi,N;TRANS;PL,5,11
109,koira,koiraz,N;IN+ESS;SG,5,11
110,aika,aigoiz,N;IN+ESS;PL,5,11
111,jõtši,jõďill,N;AT+ESS;PL,5,11
112,kurtši,kurďilõ,N;AT+ALL;PL,5,11
113,koira,koirõisõ,N;IN+ALL;PL,5,11
114,akkuna,akkunass,N;IN+ABL;SG,5,11
115,opõnõ,opõnõ,N;NOM;SG,5,11
116,leipä,leipoisessa,N;TERM;PL,5,11
117,lumi,lumiina,N;ESS;PL,5,11
118,tšivi,tšivele,N;AT+ALL;SG,5,11
119,staruha,staruhiika,N;COM;PL,5,11
120,õlud,õluuss,N;IN+ABL;SG,5,11
121,leipä,leivänä,N;ESS;SG,5,11
122,kuu,kuisõ,N;IN+ALL;PL,5,11
123,kurtši,kurtšiika,N;COM;PL,5,11
124,juusso,juussoo,N;IN+ALL;SG,5,11
125,jää,jäilessä,N;TERM;PL,5,11
126,jõtši,jõtšiisõ,N;IN+ALL;PL,5,11
127,koira,koiraa,N;PRT;SG,5,11
128,maa,mahaa,N;IN+ALL;SG,5,11
129,tütär,tüttärijeka,N;COM;PL,5,11
130,tähti,tähtiika,N;COM;PL,5,11
131,sõzar,sõsarõlt,N;AT+ABL;SG,5,11
132,süä,süämmille,N;AT+ALL;PL,5,11
133,õlud,õlud,N;NOM;SG,5,11
134,tšäsi,tšäzile,N;AT+ALL;PL,5,11
135,emä,emält,N;AT+ABL;SG,5,11
136,koira,koirõilõ,N;AT+ALL;PL,5,11
137,tševäd,tševäďďe,N;GEN;PL,5,11
138,tütär,tüttäree,N;IN+ALL;SG,5,11
139,entši,enďele,N;AT+ALL;SG,5,11
140,ilozuz,ilozutta,N;PRT;SG,5,11
141,leipä,leiväkä,N;COM;SG,5,11
142,kõrva,kõrva,N;NOM;SG,5,11
143,velli,velli,N;NOM;SG,5,11
144,seppä,sepäd,N;NOM;PL,5,11
145,sipuli,sipuliilt,N;AT+ABL;PL,5,11
146,maa,maa,N;GEN;SG,5,11
147,mätši,mäďiss,N;IN+ABL;PL,5,11
148,uhsi,uhsije,N;GEN;PL,5,11
149,vesi,vesije,N;GEN;PL,5,11
150,koira,koirõit,N;PRT;PL,5,11
151,entši,enďessi,N;TRANS;SG,5,11
152,päivä,päänä,N;ESS;SG,5,11
153,ammaz,ampaal,N;AT+ESS;SG,5,11
154,entši,enďess,N;IN+ABL;SG,5,11
155,uhsi,uhsilt,N;AT+ABL;PL,5,11
156,kõrva,kõrviika,N;COM;PL,5,11
157,silmä,silmäz,N;IN+ESS;SG,5,11
158,lahsi,lahsõlõ,N;AT+ALL;SG,5,11
159,kuu,kuuka,N;COM;SG,5,11
160,õźźa,õźasõssa,N;TERM;SG,5,11
161,lammaz,lampaad,N;NOM;PL,5,11
162,maa,maill,N;AT+ESS;PL,5,11
163,opõnõ,opõsiisõ,N;IN+ALL;PL,5,11
164,jää,jäälessä,N;TERM;SG,5,11
165,lupa,lupõiz,N;IN+ESS;PL,5,11
166,jõtši,jõtšiit,N;PRT;PL,5,11
167,silmä,silmiika,N;COM;PL,5,11
168,sõbra,sõbrad,N;NOM;PL,5,11
169,seppä,seppää,N;PRT;SG,5,11
170,ammaz,ampaissi,N;TRANS;PL,5,11
171,tširjai,tširjaimiss,N;IN+ABL;PL,5,11
172,aika,aika,N;NOM;SG,5,11
173,kurtši,kurgõll,N;AT+ESS;SG,5,11
174,kurtši,kurgõlõssa,N;TERM;SG,5,11
175,õźźa,õźďiss,N;IN+ABL;PL,5,11
176,kurtši,kurďilõssa,N;TERM;PL,5,11
177,isä,izält,N;AT+ABL;SG,5,11
178,velli,velliit,N;PRT;PL,5,11
179,emä,emässi,N;TRANS;SG,5,11
180,päivä,päiviit,N;PRT;PL,5,11
181,seppä,sepässi,N;TRANS;SG,5,11
182,õlud,õluďďe,N;GEN;PL,5,11
183,lintu,linnult,N;AT+ABL;SG,5,11
184,kõrva,kõrvall,N;AT+ESS;SG,5,11
185,staruha,staruhad,N;NOM;PL,5,11
186,üü,üüss,N;IN+ABL;SG,5,11
187,ilozuz,ilozuuz,N;IN+ESS;SG,5,11
188,mätši,mäeka,N;COM;SG,5,11
189,tširjai,tširjaimiz,N;IN+ESS;PL,5,11
190,itšä,itšije,N;GEN;PL,5,11
191,tšivi,tšivee,N;IN+ALL;SG,5,11
192,kuu,kuina,N;ESS;PL,5,11
193,aika,aigaka,N;COM;SG,5,11
194,karu,karuka,N;COM;SG,5,11
195,lammaz,lampail,N;AT+ESS;PL,5,11
196,juusso,juussoiss,N;IN+ABL;PL,5,11
197,nain,naizõna,N;ESS;SG,5,11
198,tähti,tähdilessa,N;TERM;PL,5,11
199,kurtši,kurgõna,N;ESS;SG,5,11
200,sõzar,sõsariina,N;ESS;PL,5,11
201,vesi,vesiit,N;PRT;PL,5,11
202,tširjai,tširjaimill,N;AT+ESS;PL,5,11
203,kuu,kuit,N;PRT;PL,5,11
204,akkuna,akkunoika,N;COM;PL,5,11
205,nain,naizõka,N;COM;SG,5,11
206,jää,jääle,N;AT+ALL;SG,5,11
207,vesi,vesiise,N;IN+ALL;PL,5,11
208,maa,maaz,N;IN+ESS;SG,5,11
209,kõrva,kõrvana,N;ESS;SG,5,11
210,ammaz,ammaz,N;NOM;SG,5,11
211,juusso,juusod,N;NOM;PL,5,11
212,päivä,päiväss,N;IN+ABL;SG,5,11
213,töö,töilt,N;AT+ABL;PL,5,11
214,jalka,jalgassi,N;TRANS;SG,5,11
215,itšä,itšiisessa,N;TERM;PL,5,11
216,päivä,päivä,N;NOM;SG,5,11
217,õźźa,õźďilt,N;AT+ABL;PL,5,11
218,emä,emill,N;AT+ESS;PL,5,11
219,varõz,varõhsiina,N;ESS;PL,5,11
220,lupa,lupõje,N;GEN;PL,5,11
221,tširjai,tširjaimõz,N;IN+ESS;SG,5,11
222,vesi,veez,N;IN+ESS;SG,5,11
223,tširjai,tširjaimõna,N;ESS;SG,5,11
224,lahsi,lassa,N;PRT;SG,5,11
225,mätši,mäďissi,N;TRANS;PL,5,11
226,sõbra,sõbrõilt,N;AT+ABL;PL,5,11
227,seppä,seppije,N;GEN;PL,5,11
228,kuu,kuuz,N;IN+ESS;SG,5,11
229,juusso,juussoil,N;AT+ESS;PL,5,11
230,emä,emä,N;GEN;SG,5,11
231,opõnõ,opõsijeka,N;COM;PL,5,11
232,lintu,linnull,N;AT+ESS;SG,5,11
233,entši,entšiinä,N;ESS;PL,5,11
234,koira,koirassi,N;TRANS;SG,5,11
235,ammaz,ampaasõ,N;IN+ALL;SG,5,11
236,susi,susi,N;NOM;SG,5,11
237,tšivi,tšiviit,N;PRT;PL,5,11
238,lahsi,lahsõssi,N;TRANS;SG,5,11
239,jää,jäissi,N;TRANS;PL,5,11
240,itšä,iänä,N;ESS;SG,5,11
241,meez,meheele,N;AT+ALL;SG,5,11
242,lupa,luvana,N;ESS;SG,5,11
243,lintu,linnuna,N;ESS;SG,5,11
244,opõnõ,opõzõna,N;ESS;SG,5,11
245,tširjai,tširjaimõssi,N;TRANS;SG,5,11
246,lahsi,lahsi,N;NOM;SG,5,11
247,itšä,iďill,N;AT+ESS;PL,5,11
248,koira,koirana,N;ESS;SG,5,11
249,sõbra,sõbralõ,N;AT+ALL;SG,5,11
250,süä,süämmess,N;IN+ABL;SG,5,11
251,tähti,tähdissi,N;TRANS;PL,5,11
252,opõnõ,opõsije,N;GEN;PL,5,11
253,sõbra,sõbrõiz,N;IN+ESS;PL,5,11
254,kurtši,kurďiz,N;IN+ESS;PL,5,11
255,leipä,leipoiss,N;IN+ABL;PL,5,11
256,päivä,päiväka,N;COM;SG,5,11
257,kõrva,kõrviina,N;ESS;PL,5,11
258,päivä,päivije,N;GEN;PL,5,11
259,õźźa,õźďiika,N;COM;PL,5,11
260,kuu,kuu,N;NOM;SG,5,11
261,tšivi,tšiviinä,N;ESS;PL,5,11
262,nain,naizilõ,N;AT+ALL;PL,5,11
263,lammaz,lampaa,N;GEN;SG,5,11
264,uhsi,uhsõd,N;NOM;PL,5,11
265,luu,luiz,N;IN+ESS;PL,5,11
266,luu,luulõ,N;AT+ALL;SG,5,11
267,pää,pää,N;GEN;SG,5,11
268,võtii,võttimiss,N;IN+ABL;PL,5,11
269,silmä,silmilt,N;AT+ABL;PL,5,11
270,tähti,tähtiit,N;PRT;PL,5,11
271,tširjai,tširjaimiit,N;PRT;PL,5,11
272,isä,izäka,N;COM;SG,5,11
273,meez,meheessi,N;TRANS;SG,5,11
274,õlud,õluu,N;GEN;SG,5,11
275,emä,emiss,N;IN+ABL;PL,5,11
276,jõtši,jõgõlõ,N;AT+ALL;SG,5,11
277,kõrva,kõrviss,N;IN+ABL;PL,5,11
278,silmä,silmiise,N;IN+ALL;PL,5,11
279,entši,entšee,N;IN+ALL;SG,5,11
280,entši,entši,N;NOM;SG,5,11
281,uhsi,uhsõõ,N;IN+ALL;SG,5,11
282,vesi,veell,N;AT+ESS;SG,5,11
283,jää,jäinä,N;ESS;PL,5,11
284,õlud,õluil,N;AT+ESS;PL,5,11
285,tütär,tüttärellessa,N;TERM;SG,5,11
286,sõzar,sõsarõnna,N;ESS;SG,5,11
287,tševäd,tševäil,N;AT+ESS;PL,5,11
288,pää,pääll,N;AT+ESS;SG,5,11
289,jõtši,jõgõõ,N;GEN;SG,5,11
290,jõtši,jõďilõssa,N;TERM;PL,5,11
291,varõz,varõhsiisõ,N;IN+ALL;PL,5,11
292,ammaz,ampaass,N;IN+ABL;SG,5,11
293,staruha,staruhiz,N;IN+ESS;PL,5,11
294,staruha,staruhaa,N;GEN;SG,5,11
295,kurtši,kurtšiit,N;PRT;PL,5,11
296,itšä,iďiss,N;IN+ABL;PL,5,11
297,lumi,lumõõssa,N;TERM;SG,5,11
298,kuu,kuud,N;NOM;PL,5,11
299,karu,karull,N;AT+ESS;SG,5,11
300,staruha,staruhiina,N;ESS;PL,5,11
301,lammaz,lampailõ,N;AT+ALL;PL,5,11
302,opõnõ,opõzõd,N;NOM;PL,5,11
303,süä,süämmissi,N;TRANS;PL,5,11
304,kõrva,kõrvalõ,N;AT+ALL;SG,5,11
305,emä,emiinä,N;ESS;PL,5,11
306,kurtši,kurgõka,N;COM;SG,5,11
307,tütär,tüttäriinä,N;ESS;PL,5,11
308,lupa,lupa,N;NOM;SG,5,11
309,opõnõ,opõzill,N;AT+ESS;PL,5,11
310,karu,karuiz,N;IN+ESS;PL,5,11
311,tütär,tüttäred,N;NOM;PL,5,11
312,kõrva,kõrvalt,N;AT+ABL;SG,5,11
313,lintu,linnussi,N;TRANS;SG,5,11
314,emä,emiz,N;IN+ESS;PL,5,11
315,lahsi,lahsõss,N;IN+ABL;SG,5,11
316,ilozuz,ilozuit,N;PRT;PL,5,11
317,lumi,lumiz,N;IN+ESS;PL,5,11
318,jää,jäät,N;PRT;SG,5,11
319,velli,vellell,N;AT+ESS;SG,5,11
320,jää,jäiz,N;IN+ESS;PL,5,11
321,opõnõ,opõzõllõ,N;AT+ALL;SG,5,11
322,opõnõ,opõzõz,N;IN+ESS;SG,5,11
323,tševäd,tševäiz,N;IN+ESS;PL,5,11
324,staruha,staruhissi,N;TRANS;PL,5,11
325,akkuna,akkunaz,N;IN+ESS;SG,5,11
326,emä,emäle,N;AT+ALL;SG,5,11
327,kõrva,kõrvissi,N;TRANS;PL,5,11
328,opõnõ,opõsõõ,N;IN+ALL;SG,5,11
329,ilozuz,ilozuuka,N;COM;SG,5,11
330,kuu,kuuna,N;ESS;SG,5,11
331,silmä,silmiz,N;IN+ESS;PL,5,11
332,päivä,päiväll,N;AT+ESS;SG,5,11
333,seppä,sepilt,N;AT+ABL;PL,5,11
334,jõtši,jõďissi,N;TRANS;PL,5,11
335,entši,entšiika,N;COM;PL,5,11
336,luu,luika,N;COM;PL,5,11
337,lumi,lumõna,N;ESS;SG,5,11
338,koira,koirass,N;IN+ABL;SG,5,11
339,süä,süämmiit,N;PRT;PL,5,11
340,luu,luuna,N;ESS;SG,5,11
341,õlud,õluussi,N;TRANS;SG,5,11
342,pää,päit,N;PRT;PL,5,11
343,tšäsi,tšäzill,N;AT+ESS;PL,5,11
344,koira,koirõissi,N;TRANS;PL,5,11
345,lupa,luvalõssa,N;TERM;SG,5,11
346,itšä,itšiise,N;IN+ALL;PL,5,11
347,tšivi,tšiviika,N;COM;PL,5,11
348,tševäd,tševäiss,N;IN+ABL;PL,5,11
349,kuu,kuďďe,N;GEN;PL,5,11
350,isä,iziss,N;IN+ABL;PL,5,11
351,opõnõ,ovõssa,N;PRT;SG,5,11
352,sõzar,sõsarije,N;GEN;PL,5,11
353,tähti,tähdiz,N;IN+ESS;PL,5,11
354,akkuna,akkunalõssa,N;TERM;SG,5,11
355,silmä,silmiinä,N;ESS;PL,5,11
356,sõbra,sõbralt,N;AT+ABL;SG,5,11
357,isä,izäll,N;AT+ESS;SG,5,11
358,vesi,veess,N;IN+ABL;SG,5,11
359,päivä,päivässi,N;TRANS;SG,5,11
360,meez,meheiz,N;IN+ESS;PL,5,11
361,velli,vellee,N;GEN;SG,5,11
362,tšivi,tšivije,N;GEN;PL,5,11
363,juusso,juusoss,N;IN+ABL;SG,5,11
364,uhsi,uhsissi,N;TRANS;PL,5,11
365,kurtši,kurgõlõ,N;AT+ALL;SG,5,11
366,koira,koirad,N;NOM;PL,5,11
367,aika,aigoissi,N;TRANS;PL,5,11
368,kuu,kuulõ,N;AT+ALL;SG,5,11
369,ilozuz,ilozuud,N;NOM;PL,5,11
370,luu,luussa,N;TERM;SG,5,11
371,jalka,jalgoiz,N;IN+ESS;PL,5,11
372,töö,töiss,N;IN+ABL;PL,5,11
373,õźźa,õźassi,N;TRANS;SG,5,11
374,emä,emäll,N;AT+ESS;SG,5,11
375,varõz,varõhsiil,N;AT+ESS;PL,5,11
376,maa,maďďe,N;GEN;PL,5,11
377,tšivi,tšivenä,N;ESS;SG,5,11
378,seppä,sepiss,N;IN+ABL;PL,5,11
379,tšivi,tšivile,N;AT+ALL;PL,5,11
380,varõz,varõhsiilõssa,N;TERM;PL,5,11
381,tähti,tähelessa,N;TERM;SG,5,11
382,emä,emänä,N;ESS;SG,5,11
383,susi,suziz,N;IN+ESS;PL,5,11
384,entši,enďill,N;AT+ESS;PL,5,11
385,akkuna,akkunaa,N;PRT;SG,5,11
386,tšivi,tšiviss,N;IN+ABL;PL,5,11
387,sõzar,sõsariise,N;IN+ALL;PL,5,11
388,õźźa,õźźa,N;NOM;SG,5,11
389,õźźa,õźďilõ,N;AT+ALL;PL,5,11
390,kuu,kuhõõ,N;IN+ALL;SG,5,11
391,koira,koiralõ,N;AT+ALL;SG,5,11
392,päivä,päivissi,N;TRANS;PL,5,11
393,uhsi,uhsiisõ,N;IN+ALL;PL,5,11
394,isä,isiise,N;IN+ALL;PL,5,11
395,mätši,mäele,N;AT+ALL;SG,5,11
396,meez,meheenne,N;ESS;SG,5,11
397,tširjai,tširjaimõõssa,N;TERM;SG,5,11
398,aika,aigad,N;NOM;PL,5,11
399,tšivi,tšiveessa,N;TERM;SG,5,11
400,varõz,varõhsõssi,N;TRANS;SG,5,11
401,pää,pääz,N;IN+ESS;SG,5,11
402,aika,aigoina,N;ESS;PL,5,11
403,karu,karulõ,N;AT+ALL;SG,5,11
404,jalka,jalgaz,N;IN+ESS;SG,5,11
405,ilozuz,ilozuul,N;AT+ESS;SG,5,11
406,õlud,õluuz,N;IN+ESS;SG,5,11
407,nain,naizõz,N;IN+ESS;SG,5,11
408,vesi,veeka,N;COM;SG,5,11
409,uhsi,uhsõll,N;AT+ESS;SG,5,11
410,õźźa,õźźaz,N;IN+ESS;SG,5,11
411,aika,aigoilõ,N;AT+ALL;PL,5,11
412,silmä,silmälessä,N;TERM;SG,5,11
413,tšivi,tšivissi,N;TRANS;PL,5,11
414,võtii,võttimõõ,N;IN+ALL;SG,5,11
415,sõzar,sõzar,N;NOM;SG,5,11
416,emä,emä,N;NOM;SG,5,11
417,tšäsi,tšäsijeka,N;COM;PL,5,11
418,itšä,iďiz,N;IN+ESS;PL,5,11
419,tširjai,tširjaimõll,N;AT+ESS;SG,5,11
420,kõrsi,kõrsi,N;NOM;SG,5,11
421,lumi,lumijeka,N;COM;PL,5,11
422,itšä,iäd,N;NOM;PL,5,11
423,juusso,juusolt,N;AT+ABL;SG,5,11
424,aika,aigaz,N;IN+ESS;SG,5,11
425,jalka,jalgoilõ,N;AT+ALL;PL,5,11
426,lahsi,lahsiit,N;PRT;PL,5,11
427,töö,töö,N;GEN;SG,5,11
428,ammaz,ampaaz,N;IN+ESS;SG,5,11
429,sipuli,sipuliika,N;COM;PL,5,11
430,juusso,juussoa,N;PRT;SG,5,11
431,luu,luissi,N;TRANS;PL,5,11
432,sõzar,sõsarõz,N;IN+ESS;SG,5,11
433,nain,naizõlt,N;AT+ABL;SG,5,11
434,tševäd,tševääl,N;AT+ESS;SG,5,11
435,sõbra,sõbrõje,N;GEN;PL,5,11
436,tšäsi,tšäzissi,N;TRANS;PL,5,11
437,tševäd,tševääle,N;AT+ALL;SG,5,11
438,lintu,lintuisõ,N;IN+ALL;PL,5,11
439,kõrva,kõrvass,N;IN+ABL;SG,5,11
440,vesi,vetee,N;IN+ALL;SG,5,11
441,süä,süämmill,N;AT+ESS;PL,5,11
442,pää,päät,N;PRT;SG,5,11
443,karu,karuu,N;IN+ALL;SG,5,11
444,jää,jää,N;NOM;SG,5,11
445,kõrva,kõrviit,N;PRT;PL,5,11
446,entši,enďilessa,N;TERM;PL,5,11
447,sipuli,sipuliz,N;IN+ESS;SG,5,11
448,lammaz,lampaissi,N;TRANS;PL,5,11
449,töö,tööss,N;IN+ABL;SG,5,11
450,sõbra,sõbrõil,N;AT+ESS;PL,5,11
451,sõzar,sõsarill,N;AT+ESS;PL,5,11
452,lumi,lumõz,N;IN+ESS;SG,5,11
453,luu,luull,N;AT+ESS;SG,5,11
454,lahsi,lahsõd,N;NOM;PL,5,11
455,silmä,silmile,N;AT+ALL;PL,5,11
456,silmä,silmää,N;GEN;SG,5,11
457,aika,aigoil,N;AT+ESS;PL,5,11
458,karu,karuu,N;GEN;SG,5,11
459,silmä,silmä,N;NOM;SG,5,11
460,susi,susiina,N;ESS;PL,5,11
461,lupa,lupõika,N;COM;PL,5,11
462,entši,entšiise,N;IN+ALL;PL,5,11
463,maa,maina,N;ESS;PL,5,11
464,õźźa,õźďisõssa,N;TERM;PL,5,11
465,pää,pääd,N;NOM;PL,5,11
466,töö,töhee,N;IN+ALL;SG,5,11
467,õlud,õluiss,N;IN+ABL;PL,5,11
468,pää,päill,N;AT+ESS;PL,5,11
469,leipä,leipoil,N;AT+ESS;PL,5,11
470,susi,suzilt,N;AT+ABL;PL,5,11
471,lupa,luvad,N;NOM;PL,5,11
472,tšäsi,tšäee,N;GEN;SG,5,11
473,töö,töö,N;NOM;SG,5,11
474,kõrsi,kõrtõõ,N;IN+ALL;SG,5,11
475,sõbra,sõbrõina,N;ESS;PL,5,11
476,päivä,päiväz,N;IN+ESS;SG,5,11
477,õlud,õluilt,N;AT+ABL;PL,5,11
478,lahsi,lahsiz,N;IN+ESS;PL,5,11
479,susi,suzissi,N;TRANS;PL,5,11
480,süä,süämmiss,N;IN+ABL;PL,5,11
481,kuu,kuull,N;AT+ESS;SG,5,11
482,kuu,kuuss,N;IN+ABL;SG,5,11
483,ammaz,ampaisõssa,N;TERM;PL,5,11
484,jõtši,jõtšiina,N;ESS;PL,5,11
485,juusso,juusossi,N;TRANS;SG,5,11
486,sõbra,sõbrõiss,N;IN+ABL;PL,5,11
487,jalka,jalgalõ,N;AT+ALL;SG,5,11
488,süä,süämmiise,N;IN+ALL;PL,5,11
489,entši,enďez,N;IN+ESS;SG,5,11
490,isä,izile,N;AT+ALL;PL,5,11
491,tšäsi,tšäell,N;AT+ESS;SG,5,11
492,silmä,silmill,N;AT+ESS;PL,5,11
493,isä,isäse,N;IN+ALL;SG,5,11
494,karu,karulõssa,N;TERM;SG,5,11
495,lumi,lumõlõ,N;AT+ALL;SG,5,11
496,ammaz,ampaina,N;ESS;PL,5,11
497,süä,süämmilt,N;AT+ABL;PL,5,11
498,lammaz,lampaiz,N;IN+ESS;PL,5,11
499,staruha,staruhilt,N;AT+ABL;PL,5,11
500,lumi,lumill,N;AT+ESS;PL,5,11
501,jõtši,jõgõna,N;ESS;SG,5,11
502,opõnõ,opõzõll,N;AT+ESS;SG,5,11
503,velli,vellile,N;AT+ALL;PL,5,11
504,ilozuz,ilozuissi,N;TRANS;PL,5,11
505,lammaz,lampaaz,N;IN+ESS;SG,5,11
506,lintu,lintuu,N;IN+ALL;SG,5,11
507,susi,susijeka,N;COM;PL,5,11
508,varõz,varõhsiissi,N;TRANS;PL,5,11
509,uhsi,uhsiisõssa,N;TERM;PL,5,11
510,nain,naizõlõ,N;AT+ALL;SG,5,11
511,nain,nain,N;NOM;SG,5,11
512,pää,pääle,N;AT+ALL;SG,5,11
513,susi,suõka,N;COM;SG,5,11
514,maa,maa,N;NOM;SG,5,11
515,ammaz,ampaiss,N;IN+ABL;PL,5,11
516,lumi,lumõll,N;AT+ESS;SG,5,11
517,ilozuz,ilozuisõssa,N;TERM;PL,5,11
518,staruha,staruhallõssa,N;TERM;SG,5,11
519,seppä,seppiise,N;IN+ALL;PL,5,11
520,sõbra,sõbrõilõssa,N;TERM;PL,5,11
521,ilozuz,ilozuil,N;AT+ESS;PL,5,11
522,uhsi,uhzõõ,N;GEN;SG,5,11
523,üü,üizenä,N;ESS;PL,5,11
524,varõz,varõhsiit,N;PRT;PL,5,11
525,staruha,staruha,N;NOM;SG,5,11
526,tähti,täheka,N;COM;SG,5,11
527,lumi,lumi,N;NOM;SG,5,11
528,jalka,jalkoit,N;PRT;PL,5,11
529,tähti,tähessi,N;TRANS;SG,5,11
530,staruha,staruhana,N;ESS;SG,5,11
531,süä,süämmelt,N;AT+ABL;SG,5,11
532,tähti,tähtije,N;GEN;PL,5,11
533,tševäd,tševännä,N;ESS;SG,5,11
534,õlud,õluilõ,N;AT+ALL;PL,5,11
