,lemma,form,tags,family,language
54,miasa,miasa,V;NFIN,2,4
55,isalovana,hisalovana,V;FUT,2,4
56,ikivilivily,ikivilivily,V;NFIN,2,4
57,isava,misava,V;PRS,2,4
58,ivoady,ivoady,V;NFIN,2,4
59,ahazo,hahazo,V;FUT,2,4
60,ihinana,mihinana,V;PRS,2,4
61,iantsoantso,niantsoantso,V;PST,2,4
62,anangona,hanangona,V;FUT,2,4
63,ihaminkamina,mihaminkamina,V;PRS,2,4
64,andavorary,andavorary,V;NFIN,2,4
65,iondrana,niondrana,V;PST,2,4
66,analemy,manalemy,V;PRS,2,4
67,angarika,mangarika,V;PRS,2,4
68,ikiky,mikiky,V;PRS,2,4
69,ankatelina,nankatelina,V;PST,2,4
70,anikina,anikina,V;NFIN,2,4
71,anombana,hanombana,V;FUT,2,4
72,amefy,amefy,V;NFIN,2,4
73,aniditra,haniditra,V;FUT,2,4
74,anakà,anakà,V;NFIN,2,4
75,iandrandra,iandrandra,V;NFIN,2,4
76,angarika,nangarika,V;PST,2,4
77,ahary,ahary,V;NFIN,2,4
78,anamainty,nanamainty,V;PST,2,4
79,ivoady,mivoady,V;PRS,2,4
80,ankafonitra,nankafonitra,V;PST,2,4
81,anararaotra,hanararaotra,V;FUT,2,4
82,isotro,misotro,V;PRS,2,4
83,iantsoantso,hiantsoantso,V;FUT,2,4
84,andringana,mandringana,V;PRS,2,4
85,ahadikitra,hahadikitra,V;FUT,2,4
86,amarana,mamarana,V;PRS,2,4
87,iangatra,hiangatra,V;FUT,2,4
88,anohana,manohana,V;PRS,2,4
89,iendaka,hiendaka,V;FUT,2,4
90,ifaninana,nifaninana,V;PST,2,4
91,anapitra,manapitra,V;PRS,2,4
92,irotsaka,nirotsaka,V;PST,2,4
93,andadina,handadina,V;FUT,2,4
94,ikivilivily,nikivilivily,V;PST,2,4
95,androtika,mandrotika,V;PRS,2,4
96,andringana,andringana,V;NFIN,2,4
97,aniditra,maniditra,V;PRS,2,4
98,ifady,mifady,V;PRS,2,4
99,ahalala,ahalala,V;NFIN,2,4
100,anoratra,nanoratra,V;PST,2,4
101,anangona,manangona,V;PRS,2,4
102,ibango,nibango,V;PST,2,4
103,andohalika,andohalika,V;NFIN,2,4
104,anoratra,hanoratra,V;FUT,2,4
105,aharenina,maharenina,V;PRS,2,4
106,ifanila,nifanila,V;PST,2,4
107,iendaka,niendaka,V;PST,2,4
108,itangorona,itangorona,V;NFIN,2,4
109,idedaka,midedaka,V;PRS,2,4
110,ifarimbona,mifarimbona,V;PRS,2,4
111,amoana,amoana,V;NFIN,2,4
112,ihira,ihira,V;NFIN,2,4
113,ihinana,hihinana,V;FUT,2,4
114,anoratra,manoratra,V;PRS,2,4
115,ankaleo,ankaleo,V;NFIN,2,4
116,iresaka,hiresaka,V;FUT,2,4
117,andavorary,nandavorary,V;PST,2,4
118,iaraka,miaraka,V;PRS,2,4
119,iaraka,iaraka,V;NFIN,2,4
120,ihebinkenina,ihebinkenina,V;NFIN,2,4
121,irotsaka,mirotsaka,V;PRS,2,4
122,isava,isava,V;NFIN,2,4
123,ampaharikivy,ampaharikivy,V;NFIN,2,4
124,ihevaheva,mihevaheva,V;PRS,2,4
125,ikajy,nikajy,V;PST,2,4
126,ifamofo,nifamofo,V;PST,2,4
127,anafika,anafika,V;NFIN,2,4
128,ivokovoko,ivokovoko,V;NFIN,2,4
129,anatitra,manatitra,V;PRS,2,4
130,itantara,itantara,V;NFIN,2,4
131,anararaotra,manararaotra,V;PRS,2,4
132,anampy,manampy,V;PRS,2,4
133,itantara,hitantara,V;FUT,2,4
134,anendaka,nanendaka,V;PST,2,4
135,ifona,ifona,V;NFIN,2,4
136,ifarimbona,nifarimbona,V;PST,2,4
137,ampaharikivy,hampaharikivy,V;FUT,2,4
138,iankina,niankina,V;PST,2,4
139,ilalao,nilalao,V;PST,2,4
140,itsiriritra,nitsiriritra,V;PST,2,4
141,ahazo,nahazo,V;PST,2,4
142,iangotingoty,iangotingoty,V;NFIN,2,4
143,ihazakazaka,ihazakazaka,V;NFIN,2,4
144,andrekitra,nandrekitra,V;PST,2,4
145,anamaivana,anamaivana,V;NFIN,2,4
146,isosoka,nisosoka,V;PST,2,4
147,ahasaikatra,mahasaikatra,V;PRS,2,4
148,ahadikitra,ahadikitra,V;NFIN,2,4
149,ampivelona,nampivelona,V;PST,2,4
150,andetsy,nandetsy,V;PST,2,4
151,iankina,hiankina,V;FUT,2,4
152,ampiditra,mampiditra,V;PRS,2,4
153,amahy,amahy,V;NFIN,2,4
154,iboriaka,hiboriaka,V;FUT,2,4
155,isosoka,hisosoka,V;FUT,2,4
156,anary,hanary,V;FUT,2,4
157,andrenodrenoka,andrenodrenoka,V;NFIN,2,4
158,ifaninana,ifaninana,V;NFIN,2,4
159,ikajy,hikajy,V;FUT,2,4
160,analavitra,manalavitra,V;PRS,2,4
161,ifindra,mifindra,V;PRS,2,4
162,androtika,handrotika,V;FUT,2,4
163,anamainty,manamainty,V;PRS,2,4
164,anafy,manafy,V;PRS,2,4
165,ampivelona,hampivelona,V;FUT,2,4
166,amempina,amempina,V;NFIN,2,4
167,iresaka,miresaka,V;PRS,2,4
168,anadidy,hanadidy,V;FUT,2,4
169,anjavona,manjavona,V;PRS,2,4
170,iendaka,iendaka,V;NFIN,2,4
171,ifona,hifona,V;FUT,2,4
172,ihelaka,ihelaka,V;NFIN,2,4
173,anagadra,hanagadra,V;FUT,2,4
174,ihomehy,nihomehy,V;PST,2,4
175,anagadra,managadra,V;PRS,2,4
176,anosotra,hanosotra,V;FUT,2,4
177,amarana,hamarana,V;FUT,2,4
178,anakà,hanakà,V;FUT,2,4
179,anana,hanana,V;FUT,2,4
180,amaky,namaky,V;PST,2,4
181,andihy,mandihy,V;PRS,2,4
182,ilalao,ilalao,V;NFIN,2,4
183,ilika,milika,V;PRS,2,4
184,anararaotra,anararaotra,V;NFIN,2,4
185,andahatra,handahatra,V;FUT,2,4
186,andahatra,nandahatra,V;PST,2,4
187,iangotingoty,hiangotingoty,V;FUT,2,4
188,amahy,hamahy,V;FUT,2,4
189,iangatra,iangatra,V;NFIN,2,4
190,iangotingoty,niangotingoty,V;PST,2,4
191,tonga,tonga,V;NFIN,2,4
192,aharitra,aharitra,V;NFIN,2,4
193,anohana,anohana,V;NFIN,2,4
194,iangatra,miangatra,V;PRS,2,4
195,anadidy,anadidy,V;NFIN,2,4
196,idradradradra,nidradradradra,V;PST,2,4
197,atory,natory,V;PST,2,4
198,atory,hatory,V;FUT,2,4
199,itsoka,nitsoka,V;PST,2,4
200,anjavona,nanjavona,V;PST,2,4
201,atory,atory,V;NFIN,2,4
202,analady,hanalady,V;FUT,2,4
203,ankafonitra,ankafonitra,V;NFIN,2,4
204,ifindra,ifindra,V;NFIN,2,4
205,amoana,hamoana,V;FUT,2,4
206,andetsy,mandetsy,V;PRS,2,4
207,itody,itody,V;NFIN,2,4
208,itody,nitody,V;PST,2,4
209,anetry,manetry,V;PRS,2,4
210,amela,mamela,V;PRS,2,4
211,anendaka,manendaka,V;PRS,2,4
212,andrakaraka,andrakaraka,V;NFIN,2,4
213,anohana,nanohana,V;PST,2,4
214,andresy,handresy,V;FUT,2,4
215,anakiana,anakiana,V;NFIN,2,4
216,anararaotra,nanararaotra,V;PST,2,4
217,amirapiratra,mamirapiratra,V;PRS,2,4
218,anendaka,anendaka,V;NFIN,2,4
219,ipetraka,mipetraka,V;PRS,2,4
220,anagadra,anagadra,V;NFIN,2,4
221,itody,mitody,V;PRS,2,4
222,andà,mandà,V;PRS,2,4
223,anafika,manafika,V;PRS,2,4
224,isotro,isotro,V;NFIN,2,4
225,amilabila,namilabila,V;PST,2,4
226,aharitra,maharitra,V;PRS,2,4
227,ampianatra,ampianatra,V;NFIN,2,4
228,iakatra,iakatra,V;NFIN,2,4
229,anamainty,anamainty,V;NFIN,2,4
230,isosoka,misosoka,V;PRS,2,4
231,iantsoantso,miantsoantso,V;PRS,2,4
232,anamasina,nanamasina,V;PST,2,4
233,amahy,mamahy,V;PRS,2,4
234,andeha,handeha,V;FUT,2,4
235,isava,hisava,V;FUT,2,4
236,ihomehy,mihomehy,V;PRS,2,4
237,iakatra,niakatra,V;PST,2,4
238,ampivelona,ampivelona,V;NFIN,2,4
239,andadina,mandadina,V;PRS,2,4
240,ampianjana,ampianjana,V;NFIN,2,4
241,iboriaka,miboriaka,V;PRS,2,4
242,andà,andà,V;NFIN,2,4
243,itambelona,nitambelona,V;PST,2,4
244,andeha,nandeha,V;PST,2,4
245,ifohaza,mifohaza,V;PRS,2,4
246,iaraka,niaraka,V;PST,2,4
247,anjavona,hanjavona,V;FUT,2,4
248,itody,hitody,V;FUT,2,4
249,ivaivay,nivaivay,V;PST,2,4
250,ihebinkenina,mihebinkenina,V;PRS,2,4
251,amoy,amoy,V;NFIN,2,4
252,ahafantatra,ahafantatra,V;NFIN,2,4
253,ampangaihay,mampangaihay,V;PRS,2,4
254,isoroka,misoroka,V;PRS,2,4
255,anamasina,manamasina,V;PRS,2,4
256,amilabila,mamilabila,V;PRS,2,4
257,anoratra,anoratra,V;NFIN,2,4
258,ampianjana,mampianjana,V;PRS,2,4
259,ampivelona,mampivelona,V;PRS,2,4
260,amirapiratra,hamirapiratra,V;FUT,2,4
261,andova,andova,V;NFIN,2,4
262,ampianjana,hampianjana,V;FUT,2,4
263,anafatra,nanafatra,V;PST,2,4
264,ampangaihay,ampangaihay,V;NFIN,2,4
265,anosotra,nanosotra,V;PST,2,4
266,ampiditra,nampiditra,V;PST,2,4
267,ifamofo,mifamofo,V;PRS,2,4
268,ahasaikatra,nahasaikatra,V;PST,2,4
269,anafatra,anafatra,V;NFIN,2,4
270,ampiavaka,ampiavaka,V;NFIN,2,4
271,anikina,manikina,V;PRS,2,4
272,ihelaka,mihelaka,V;PRS,2,4
273,idedaka,nidedaka,V;PST,2,4
274,anakora,nanakora,V;PST,2,4
275,anary,manary,V;PRS,2,4
276,ilalao,hilalao,V;FUT,2,4
277,andrekitra,mandrekitra,V;PRS,2,4
278,itomany,nitomany,V;PST,2,4
279,amoana,namoana,V;PST,2,4
280,aniditra,naniditra,V;PST,2,4
281,iraharaha,miraharaha,V;PRS,2,4
282,ampiditra,ampiditra,V;NFIN,2,4
283,idradradradra,idradradradra,V;NFIN,2,4
284,amela,amela,V;NFIN,2,4
285,iondrana,iondrana,V;NFIN,2,4
286,anohana,hanohana,V;FUT,2,4
287,andova,handova,V;FUT,2,4
288,ankafonitra,hankafonitra,V;FUT,2,4
289,idradradradra,midradradradra,V;PRS,2,4
290,anamasina,hanamasina,V;FUT,2,4
291,anjary,anjary,V;NFIN,2,4
292,anamaizina,manamaizina,V;PRS,2,4
293,ilika,nilika,V;PST,2,4
294,ijery,ijery,V;NFIN,2,4
295,andohalika,handohalika,V;FUT,2,4
296,ipetraka,ipetraka,V;NFIN,2,4
297,anafika,hanafika,V;FUT,2,4
298,andrava,mandrava,V;PRS,2,4
299,anakiana,manakiana,V;PRS,2,4
300,ijery,nijery,V;PST,2,4
301,iakatra,hiakatra,V;FUT,2,4
302,isosoka,isosoka,V;NFIN,2,4
303,amitsobitsoka,mamitsobitsoka,V;PRS,2,4
304,ikajy,ikajy,V;NFIN,2,4
305,ampianatra,hampianatra,V;FUT,2,4
306,ampiavaka,hampiavaka,V;FUT,2,4
307,anody,manody,V;PRS,2,4
308,amempina,hamempina,V;FUT,2,4
309,anatitra,anatitra,V;NFIN,2,4
310,anontany,nanontany,V;PST,2,4
311,ahalala,mahalala,V;PRS,2,4
312,anagadra,nanagadra,V;PST,2,4
313,amaky,hamaky,V;FUT,2,4
314,anamaivana,hanamaivana,V;FUT,2,4
315,ifady,hifady,V;FUT,2,4
316,amokatra,mamokatra,V;PRS,2,4
317,anamavo,anamavo,V;NFIN,2,4
318,amaky,mamaky,V;PRS,2,4
319,anana,anana,V;NFIN,2,4
320,ihelaka,hihelaka,V;FUT,2,4
321,ihelaka,nihelaka,V;PST,2,4
322,ibango,ibango,V;NFIN,2,4
323,anatsika,hanatsika,V;FUT,2,4
324,anombana,nanombana,V;PST,2,4
325,ahazo,ahazo,V;NFIN,2,4
326,idedaka,hidedaka,V;FUT,2,4
327,anohy,nanohy,V;PST,2,4
328,analemy,hanalemy,V;FUT,2,4
329,ahafantatra,hahafantatra,V;FUT,2,4
330,andresy,mandresy,V;PRS,2,4
331,ieritreritra,nieritreritra,V;PST,2,4
332,amilabila,amilabila,V;NFIN,2,4
333,iraharaha,iraharaha,V;NFIN,2,4
334,andrenodrenoka,mandrenodrenoka,V;PRS,2,4
335,anary,anary,V;NFIN,2,4
336,anadihady,nanadihady,V;PST,2,4
337,ihaino,ihaino,V;NFIN,2,4
338,analavitra,hanalavitra,V;FUT,2,4
339,ampangaihay,nampangaihay,V;PST,2,4
340,anombana,manombana,V;PRS,2,4
341,ifona,mifona,V;PRS,2,4
342,ankaleo,mankaleo,V;PRS,2,4
343,ihazakazaka,nihazakazaka,V;PST,2,4
344,ianatra,mianatra,V;PRS,2,4
345,ankatelina,ankatelina,V;NFIN,2,4
346,ikoviaviaka,hikoviaviaka,V;FUT,2,4
347,anjary,hanjary,V;FUT,2,4
348,anody,anody,V;NFIN,2,4
349,anontany,hanontany,V;FUT,2,4
350,aharenina,naharenina,V;PST,2,4
351,anakà,manakà,V;PRS,2,4
352,itambelona,itambelona,V;NFIN,2,4
353,anetry,nanetry,V;PST,2,4
354,anorina,anorina,V;NFIN,2,4
355,anamaivana,manamaivana,V;PRS,2,4
356,ihinana,ihinana,V;NFIN,2,4
357,andeha,mandeha,V;PRS,2,4
358,isoroka,hisoroka,V;FUT,2,4
359,anafy,nanafy,V;PST,2,4
360,ihazakazaka,mihazakazaka,V;PRS,2,4
361,ieritreritra,ieritreritra,V;NFIN,2,4
362,andrekitra,andrekitra,V;NFIN,2,4
363,ahafantatra,nahafantatra,V;PST,2,4
364,ikiky,ikiky,V;NFIN,2,4
365,anafika,nanafika,V;PST,2,4
366,andihy,andihy,V;NFIN,2,4
367,ihaminkamina,hihaminkamina,V;FUT,2,4
368,anapitra,nanapitra,V;PST,2,4
369,ifaratra,ifaratra,V;NFIN,2,4
370,idedaka,idedaka,V;NFIN,2,4
371,ahary,mahary,V;PRS,2,4
372,iakatra,miakatra,V;PRS,2,4
373,anamavo,nanamavo,V;PST,2,4
374,andrava,nandrava,V;PST,2,4
375,aharitra,naharitra,V;PST,2,4
376,ikivilivily,mikivilivily,V;PRS,2,4
377,anamaizina,nanamaizina,V;PST,2,4
378,andahatra,mandahatra,V;PRS,2,4
379,androtsaka,mandrotsaka,V;PRS,2,4
380,itsiriritra,mitsiriritra,V;PRS,2,4
381,amela,hamela,V;FUT,2,4
382,andetsy,handetsy,V;FUT,2,4
383,ifanila,mifanila,V;PRS,2,4
384,amintina,mamintina,V;PRS,2,4
385,iendaka,miendaka,V;PRS,2,4
386,amirapiratra,namirapiratra,V;PST,2,4
387,iresaka,niresaka,V;PST,2,4
388,ahalala,nahalala,V;PST,2,4
389,ampiditra,hampiditra,V;FUT,2,4
390,amempina,mamempina,V;PRS,2,4
391,ifamofo,ifamofo,V;NFIN,2,4
392,anandevo,manandevo,V;PRS,2,4
393,ankaleo,nankaleo,V;PST,2,4
394,iraharaha,niraharaha,V;PST,2,4
395,anadihady,anadihady,V;NFIN,2,4
396,anjary,manjary,V;PRS,2,4
397,ampianjana,nampianjana,V;PST,2,4
398,amirapiratra,amirapiratra,V;NFIN,2,4
399,amintina,hamintina,V;FUT,2,4
400,androtsaka,handrotsaka,V;FUT,2,4
401,andova,mandova,V;PRS,2,4
402,anetry,anetry,V;NFIN,2,4
403,anorina,manorina,V;PRS,2,4
404,iandrandra,hiandrandra,V;FUT,2,4
405,amokatra,hamokatra,V;FUT,2,4
406,analavitra,nanalavitra,V;PST,2,4
407,ihebinkenina,hihebinkenina,V;FUT,2,4
408,anampy,anampy,V;NFIN,2,4
409,miasa,mmiasa,V;PRS,2,4
410,ikoviaviaka,mikoviaviaka,V;PRS,2,4
411,iandrandra,miandrandra,V;PRS,2,4
412,anohy,manohy,V;PRS,2,4
413,ihazakazaka,hihazakazaka,V;FUT,2,4
414,analady,manalady,V;PRS,2,4
415,isalovana,nisalovana,V;PST,2,4
416,andrakaraka,mandrakaraka,V;PRS,2,4
417,ibango,hibango,V;FUT,2,4
418,iankina,miankina,V;PRS,2,4
419,anamavo,hanamavo,V;FUT,2,4
420,igigagiga,migigagiga,V;PRS,2,4
421,ankafonitra,mankafonitra,V;PRS,2,4
422,itomany,mitomany,V;PRS,2,4
423,anamainty,hanamainty,V;FUT,2,4
424,anendaka,hanendaka,V;FUT,2,4
425,amitsobitsoka,amitsobitsoka,V;NFIN,2,4
426,analemy,analemy,V;NFIN,2,4
427,anosotra,manosotra,V;PRS,2,4
428,androtsaka,nandrotsaka,V;PST,2,4
429,ivokovoko,nivokovoko,V;PST,2,4
430,ampaharikivy,mampaharikivy,V;PRS,2,4
431,amefy,mamefy,V;PRS,2,4
432,anontany,manontany,V;PRS,2,4
433,ampianatra,nampianatra,V;PST,2,4
434,anakiana,hanakiana,V;FUT,2,4
435,anafatra,hanafatra,V;FUT,2,4
436,isava,nisava,V;PST,2,4
437,itantara,nitantara,V;PST,2,4
438,ikororosy,mikororosy,V;PRS,2,4
439,ahasaikatra,ahasaikatra,V;NFIN,2,4
440,iery,hiery,V;FUT,2,4
441,andama,andama,V;NFIN,2,4
442,ankaleo,hankaleo,V;FUT,2,4
443,ivaivay,hivaivay,V;FUT,2,4
444,ikoviaviaka,ikoviaviaka,V;NFIN,2,4
445,andohalika,nandohalika,V;PST,2,4
446,iboriaka,iboriaka,V;NFIN,2,4
